timestamp;h_raw;h5S_count;h5S_mean;h5S_variance;h5S_std;s_raw;s5S_count;s5S_mean;s5S_variance;s5S_std
00:08.7;;45;-68.91;0.02;0.15;-71;41;-61.84;0.47;0.68
00:08.7;-65;46;-68.83;0.02;0.15;;41;-61.84;0.48;0.69
00:08.8;;46;-68.83;0.02;0.15;-52;42;-61.82;0.49;0.7
00:08.8;;46;-68.83;0.02;0.15;-67;42;-61.79;0.49;0.7
00:08.8;-59;47;-68.62;0.02;0.16;;42;-61.79;0.5;0.71
00:08.9;;47;-68.62;0.02;0.16;-49;43;-61.75;0.5;0.71
00:08.9;;46;-68.72;0.02;0.16;-50;44;-61.7;0.5;0.71
00:08.9;;46;-68.72;0.02;0.16;-66;44;-61.66;0.5;0.71
00:08.9;-66;47;-68.66;0.03;0.16;;44;-61.66;0.51;0.71
00:08.9;-81;48;-68.92;0.03;0.16;;44;-61.66;0.51;0.71
00:09.0;;47;-68.96;0.02;0.15;-73;42;-61.96;0.48;0.69
00:09.0;-62;48;-68.81;0.02;0.15;;42;-61.96;0.49;0.7
00:09.1;;48;-68.81;0.02;0.15;-51;43;-61.92;0.5;0.71
00:09.1;;48;-68.81;0.02;0.15;-67;43;-61.9;0.5;0.71
00:09.1;-64;49;-68.71;0.02;0.16;;43;-61.9;0.51;0.71
00:09.1;-63;50;-68.6;0.02;0.16;;43;-61.9;0.52;0.72
00:09.2;;50;-68.6;0.03;0.16;-50;44;-61.85;0.52;0.72
00:09.2;;50;-68.6;0.03;0.16;-49;45;-61.79;0.53;0.73
00:09.2;;50;-68.6;0.03;0.16;-62;45;-61.72;0.53;0.73
00:09.2;-62;51;-68.47;0.03;0.17;;45;-61.72;0.53;0.73
00:09.2;-81;52;-68.71;0.03;0.17;;45;-61.72;0.53;0.73
00:09.3;;52;-68.71;0.03;0.17;-54;46;-61.71;0.54;0.73
00:09.3;;52;-68.71;0.03;0.17;-67;46;-61.69;0.54;0.73
00:09.3;;52;-68.71;0.03;0.17;-76;46;-61.76;0.54;0.74
00:09.3;;52;-68.71;0.03;0.17;-55;47;-61.76;0.54;0.74
00:09.4;;52;-68.71;0.03;0.17;-67;47;-61.74;0.55;0.74
00:09.4;;52;-68.71;0.03;0.17;-50;48;-61.7;0.55;0.74
00:09.4;;52;-68.71;0.03;0.17;-49;49;-61.64;0.55;0.74
00:09.4;-64;53;-68.62;0.03;0.17;;49;-61.64;0.55;0.74
00:09.5;-68;54;-68.61;0.03;0.18;;49;-61.64;0.55;0.74
00:09.6;;54;-68.61;0.03;0.18;-72;49;-61.66;0.54;0.73
00:09.6;-63;53;-68.68;0.03;0.18;;46;-61.64;0.48;0.69
00:09.7;;52;-68.69;0.03;0.18;-78;44;-61.4;0.46;0.68
00:09.7;;52;-68.69;0.03;0.18;-56;45;-61.44;0.46;0.68
00:09.7;-68;53;-68.68;0.03;0.18;;45;-61.44;0.46;0.68
00:09.7;-67;54;-68.65;0.03;0.18;;45;-61.44;0.46;0.68
00:09.8;;53;-68.75;0.03;0.18;-60;46;-61.56;0.45;0.67
00:09.8;-64;54;-68.67;0.03;0.18;;46;-61.56;0.45;0.67
00:09.8;-63;55;-68.56;0.03;0.19;;46;-61.56;0.44;0.67
00:09.9;;54;-68.7;0.03;0.19;-74;45;-61.7;0.43;0.65
00:09.9;;54;-68.7;0.03;0.19;-58;46;-61.74;0.43;0.66
00:10.0;-67;55;-68.67;0.03;0.19;;46;-61.74;0.43;0.66
00:10.0;-68;56;-68.66;0.04;0.19;;46;-61.74;0.43;0.66
00:10.0;;56;-68.66;0.04;0.19;-66;45;-61.76;0.41;0.64
00:10.0;;56;-68.66;0.04;0.19;-51;46;-61.73;0.41;0.64
00:10.0;-67;57;-68.63;0.04;0.19;;46;-61.73;0.41;0.64
00:10.1;;56;-68.66;0.04;0.19;-50;46;-61.66;0.4;0.63
00:10.1;;56;-68.66;0.04;0.19;-77;46;-61.74;0.4;0.63
00:10.1;-69;57;-68.67;0.04;0.19;;46;-61.74;0.4;0.63
00:10.2;-70;58;-68.69;0.04;0.19;;46;-61.74;0.4;0.63
00:10.2;;58;-68.69;0.04;0.19;-70;46;-61.83;0.39;0.63
00:10.2;;57;-68.79;0.04;0.19;-49;47;-61.78;0.39;0.62
00:10.2;-68;58;-68.78;0.04;0.19;;47;-61.78;0.39;0.62
00:10.3;-80;59;-68.97;0.04;0.19;;47;-61.78;0.39;0.62
00:10.4;-70;59;-69.07;0.04;0.19;;47;-61.83;0.38;0.61
00:10.5;;57;-68.93;0.04;0.19;-68;43;-62.16;0.34;0.58
00:10.5;;56;-68.95;0.03;0.19;-48;44;-62.09;0.34;0.58
00:10.5;;56;-68.95;0.03;0.19;-81;45;-62.39;0.34;0.59
00:10.6;-67;57;-68.91;0.03;0.19;;45;-62.39;0.35;0.59
00:10.6;-80;58;-69.1;0.03;0.19;;45;-62.39;0.36;0.6
00:10.6;;57;-69;0.03;0.18;-67;45;-62.35;0.36;0.6
00:10.6;;57;-69;0.03;0.18;-49;46;-62.29;0.36;0.6
00:10.6;;57;-69;0.03;0.18;-76;47;-62.52;0.37;0.61
00:10.7;-63;58;-68.9;0.03;0.18;;47;-62.52;0.38;0.61
00:10.7;-77;59;-69.03;0.03;0.18;;47;-62.52;0.38;0.62
00:10.7;;59;-69.03;0.03;0.18;-56;48;-62.53;0.39;0.63
00:10.8;;59;-69.03;0.03;0.18;-73;48;-62.56;0.4;0.63
00:10.8;-60;60;-68.88;0.03;0.18;;48;-62.56;0.41;0.64
00:10.8;-80;61;-69.07;0.03;0.18;;48;-62.56;0.41;0.64
00:10.8;;59;-69.22;0.03;0.18;-74;47;-62.73;0.36;0.6
00:10.9;;59;-69.22;0.03;0.18;-57;48;-62.75;0.37;0.61
00:10.9;;59;-69.22;0.03;0.18;-73;48;-62.76;0.37;0.61
00:11.0;-71;60;-69.25;0.03;0.18;;48;-62.76;0.38;0.62
00:11.0;;60;-69.25;0.03;0.18;-54;48;-62.75;0.39;0.62
00:11.1;;60;-69.25;0.03;0.19;-79;48;-62.9;0.36;0.6
00:11.1;-69;60;-69.25;0.04;0.19;;48;-62.9;0.36;0.6
00:11.1;-68;61;-69.23;0.04;0.19;;48;-62.9;0.37;0.61
00:11.1;;61;-69.23;0.04;0.19;-55;48;-62.9;0.38;0.62
00:11.2;;60;-69.08;0.04;0.19;-70;48;-62.96;0.36;0.6
00:11.2;;60;-69.08;0.04;0.19;-58;48;-62.99;0.37;0.61
00:11.2;-67;61;-69.05;0.04;0.19;;48;-62.99;0.38;0.62
00:11.2;-79;62;-69.21;0.04;0.19;;48;-62.99;0.39;0.63
00:11.3;;61;-69.21;0.04;0.19;-71;48;-63.08;0.37;0.61
00:11.3;-61;62;-69.08;0.04;0.19;;48;-63.08;0.38;0.62
00:11.3;;62;-69.08;0.04;0.19;-47;48;-63;0.39;0.63
00:11.4;;62;-69.08;0.04;0.19;-64;48;-62.71;0.38;0.62
00:11.4;;62;-69.08;0.04;0.19;-46;48;-62.62;0.39;0.62
00:11.5;;60;-69.17;0.04;0.2;-88;48;-62.7;0.37;0.6
00:11.5;-72;61;-69.21;0.04;0.2;;48;-62.7;0.37;0.61
00:11.5;-73;62;-69.27;0.04;0.2;;48;-62.7;0.37;0.61
00:11.5;;62;-69.27;0.04;0.2;-43;48;-62.58;0.38;0.61
00:11.5;;62;-69.27;0.04;0.2;-76;48;-62.8;0.38;0.62
00:11.6;;62;-69.27;0.04;0.2;-72;49;-62.66;0.39;0.62
00:11.6;;61;-69.34;0.04;0.21;-49;47;-62.62;0.39;0.62
00:11.7;;61;-69.34;0.04;0.21;-62;47;-62.58;0.39;0.62
00:11.7;;60;-69.33;0.04;0.21;-48;47;-62.46;0.39;0.62
00:11.7;-61;61;-69.2;0.04;0.21;;47;-62.46;0.39;0.63
00:11.8;-62;61;-69.08;0.05;0.21;;46;-62.42;0.39;0.63
00:11.8;;61;-69.08;0.05;0.21;-52;46;-62.4;0.39;0.63
00:11.8;;61;-69.08;0.05;0.21;-51;46;-62.36;0.39;0.63
00:11.9;;60;-69.15;0.05;0.21;-69;46;-62.4;0.39;0.63
00:11.9;-60;60;-68.8;0.05;0.21;;46;-62.4;0.39;0.63
00:11.9;;60;-68.8;0.05;0.21;-50;46;-62.36;0.39;0.63
00:12.0;;60;-68.8;0.05;0.21;-72;47;-62.37;0.39;0.63
00:12.0;;60;-68.8;0.05;0.21;-73;47;-62.36;0.39;0.63
00:12.0;;59;-68.8;0.05;0.21;-53;47;-62.36;0.39;0.63
00:12.0;-63;60;-68.7;0.05;0.21;;47;-62.36;0.39;0.63
00:12.1;;60;-68.7;0.05;0.21;-69;47;-62.42;0.39;0.63
00:12.1;;60;-68.7;0.05;0.21;-68;48;-62.4;0.39;0.63
00:12.1;;60;-68.7;0.05;0.22;-55;48;-62.4;0.39;0.63
00:12.1;;60;-68.7;0.05;0.22;-79;48;-62.64;0.4;0.63
00:12.1;-64;61;-68.62;0.05;0.22;;48;-62.64;0.4;0.63
00:12.2;;61;-68.62;0.05;0.22;-70;49;-62.63;0.4;0.63
00:12.2;;59;-68.44;0.05;0.22;-54;48;-62.62;0.39;0.62
00:12.2;-75;60;-68.55;0.05;0.22;;48;-62.62;0.39;0.63
00:12.2;-76;61;-68.67;0.05;0.22;;48;-62.62;0.39;0.63
00:12.3;;61;-68.67;0.05;0.22;-64;48;-62.44;0.39;0.62
00:12.3;-65;60;-68.43;0.05;0.23;;48;-62.23;0.39;0.62
00:12.3;;60;-68.43;0.05;0.23;-51;48;-62.2;0.39;0.62
00:12.4;;60;-68.43;0.05;0.23;-67;48;-62.16;0.39;0.62
00:12.4;;60;-68.43;0.06;0.23;-53;48;-62.2;0.38;0.62
00:12.4;-80;61;-68.62;0.06;0.24;;48;-62.2;0.38;0.62
00:12.4;;61;-68.62;0.06;0.24;-52;48;-62.18;0.38;0.62
00:12.5;;61;-68.62;0.06;0.24;-80;48;-62.28;0.38;0.61
00:12.5;;61;-68.62;0.06;0.24;-81;49;-62.5;0.37;0.61
00:12.5;;59;-68.47;0.06;0.24;-49;49;-62.24;0.37;0.61
00:12.5;-73;60;-68.55;0.06;0.24;;49;-62.24;0.37;0.61
00:12.6;-72;61;-68.61;0.06;0.24;;49;-62.24;0.37;0.61
00:12.6;;61;-68.61;0.06;0.24;-65;49;-62.2;0.36;0.6
00:12.6;;61;-68.61;0.06;0.24;-54;48;-62.24;0.36;0.6
00:12.6;;60;-68.62;0.06;0.24;-55;48;-62.26;0.36;0.6
00:12.7;-74;61;-68.7;0.06;0.24;;48;-62.26;0.36;0.6
00:12.7;;61;-68.7;0.06;0.24;-69;48;-62.28;0.35;0.59
00:12.7;;61;-68.7;0.06;0.24;-48;48;-62.26;0.35;0.59
00:12.8;;61;-68.7;0.06;0.24;-76;48;-62.47;0.35;0.59
00:12.8;-76;62;-68.82;0.06;0.23;;48;-62.47;0.35;0.59
00:12.8;;62;-68.82;0.05;0.23;-68;49;-62.45;0.34;0.59
00:12.9;;61;-68.74;0.05;0.23;-47;49;-62.38;0.34;0.58
00:12.9;-77;62;-68.87;0.05;0.23;;49;-62.38;0.34;0.58
00:12.9;;62;-68.87;0.05;0.23;-67;50;-62.33;0.33;0.57
00:13.0;;61;-68.84;0.05;0.23;-82;49;-62.63;0.32;0.56
00:13.0;-72;62;-68.89;0.05;0.23;;49;-62.63;0.32;0.56
00:13.0;-75;63;-68.98;0.05;0.23;;49;-62.63;0.32;0.56
00:13.0;;63;-68.98;0.05;0.23;-66;49;-62.57;0.31;0.55
00:13.1;;63;-68.98;0.05;0.23;-65;50;-62.52;0.31;0.55
00:13.1;;61;-68.54;0.05;0.23;-46;50;-62.44;0.29;0.54
00:13.1;-74;62;-68.63;0.05;0.23;;50;-62.44;0.29;0.54
00:13.1;;62;-68.63;0.05;0.23;-68;50;-62.39;0.28;0.53
00:13.2;-68;61;-68.85;0.05;0.23;;50;-62.39;0.26;0.51
00:13.3;;61;-68.85;0.05;0.23;-66;49;-62.3;0.25;0.5
00:13.3;;61;-68.85;0.05;0.23;-49;49;-62.26;0.24;0.49
00:13.3;-79;60;-69.02;0.05;0.23;;49;-62.26;0.23;0.48
00:13.4;;60;-69.02;0.05;0.23;-73;50;-62.47;0.22;0.47
00:13.4;-62;60;-69.07;0.05;0.23;;48;-62.35;0.2;0.45
00:13.4;;60;-69.07;0.05;0.23;-53;48;-62.34;0.2;0.45
00:13.4;;60;-69.07;0.05;0.23;-52;48;-62.31;0.2;0.45
00:13.5;;60;-69.07;0.05;0.23;-71;48;-62.38;0.19;0.44
00:13.5;;59;-69.17;0.05;0.23;-45;47;-62.35;0.18;0.42
00:13.6;;59;-69.17;0.05;0.23;-66;48;-62.31;0.18;0.42
00:13.6;-55;59;-68.97;0.05;0.23;;48;-62.31;0.17;0.42
00:13.6;-56;60;-68.75;0.05;0.23;;48;-62.31;0.17;0.42
00:13.6;;60;-68.75;0.05;0.23;-49;48;-62.26;0.17;0.42
00:13.7;;60;-68.75;0.05;0.23;-72;48;-62.26;0.17;0.41
00:13.7;-69;60;-68.82;0.05;0.23;;48;-62.26;0.17;0.41
00:13.7;;60;-68.82;0.05;0.23;-50;48;-62.22;0.17;0.41
00:13.8;;60;-68.82;0.05;0.23;-74;48;-62.32;0.17;0.41
00:13.8;;60;-68.82;0.05;0.23;-73;49;-62.34;0.17;0.41
00:13.8;;60;-68.82;0.05;0.23;-49;49;-62.3;0.17;0.41
00:13.8;;59;-68.98;0.05;0.23;-79;49;-62.52;0.17;0.41
00:13.9;;59;-68.98;0.05;0.23;-79;49;-62.74;0.16;0.4
00:13.9;;58;-69.03;0.05;0.23;-49;49;-62.69;0.16;0.4
00:13.9;-56;58;-68.6;0.05;0.23;;49;-62.69;0.16;0.4
00:13.9;-82;59;-68.83;0.05;0.23;;49;-62.69;0.16;0.4
00:14.0;;59;-68.83;0.05;0.23;-66;49;-62.62;0.16;0.4
00:14.0;;59;-68.83;0.05;0.23;-47;49;-62.55;0.16;0.4
00:14.0;-57;59;-68.75;0.05;0.23;;49;-62.55;0.16;0.4
00:14.0;-58;60;-68.57;0.05;0.23;;49;-62.55;0.16;0.4
00:14.1;;60;-68.57;0.05;0.23;-67;49;-62.58;0.16;0.4
00:14.1;;60;-68.57;0.05;0.23;-45;49;-62.5;0.16;0.4
00:14.1;-65;59;-68.68;0.05;0.23;;49;-62.5;0.16;0.4
00:14.1;-76;60;-68.8;0.05;0.23;;49;-62.5;0.16;0.4
00:14.2;;60;-68.8;0.05;0.23;-63;50;-62.52;0.16;0.39
00:14.2;;58;-68.71;0.05;0.23;-41;49;-62.48;0.15;0.39
00:14.2;-59;59;-68.54;0.05;0.23;;49;-62.48;0.15;0.39
00:14.3;;59;-68.54;0.05;0.23;-61;48;-62.36;0.14;0.38
00:14.3;;59;-68.54;0.05;0.23;-79;49;-62.44;0.14;0.38
00:14.3;;59;-68.54;0.05;0.23;-42;49;-62.33;0.14;0.38
00:14.3;;59;-68.54;0.06;0.23;-76;49;-62.53;0.14;0.38
00:14.4;;59;-68.54;0.06;0.24;-66;49;-62.62;0.14;0.37
00:14.4;;58;-68.62;0.06;0.24;-48;49;-62.55;0.13;0.37
00:14.4;;58;-68.62;0.06;0.24;-76;49;-62.74;0.13;0.37
00:14.4;-65;59;-68.56;0.06;0.24;;49;-62.74;0.13;0.37
00:14.5;-80;60;-68.75;0.06;0.24;;49;-62.74;0.13;0.37
00:14.5;;60;-68.75;0.06;0.24;-70;50;-62.74;0.13;0.37
00:14.5;;60;-68.75;0.06;0.24;-69;51;-62.72;0.13;0.37
00:14.5;;59;-68.76;0.06;0.23;-53;51;-62.71;0.13;0.36
00:14.6;-66;60;-68.72;0.05;0.23;;51;-62.71;0.13;0.36
00:14.6;-79;61;-68.89;0.05;0.23;;51;-62.71;0.13;0.36
00:15.2;-72;52;-69.38;0.06;0.24;;45;-62.61;0.06;0.23
00:15.2;;52;-69.38;0.06;0.25;-58;45;-62.64;0.05;0.23
00:15.2;;52;-69.38;0.06;0.25;-81;46;-62.76;0.06;0.23
00:15.3;;50;-69.2;0.06;0.25;-63;47;-62.68;0.05;0.22
00:15.3;;50;-69.2;0.06;0.25;-79;48;-62.77;0.05;0.22
00:15.3;;50;-69.2;0.06;0.25;-80;49;-62.86;0.05;0.22
00:15.3;;50;-69.2;0.06;0.25;-41;49;-62.73;0.05;0.22
00:15.3;-64;51;-69.1;0.06;0.25;;49;-62.73;0.05;0.22
00:15.3;;51;-69.1;0.06;0.25;-51;49;-62.69;0.05;0.22
00:15.3;;51;-69.1;0.06;0.25;-77;49;-62.9;0.05;0.22
00:15.3;;51;-69.1;0.06;0.25;-56;49;-62.9;0.05;0.22
00:15.3;-73;52;-69.17;0.06;0.25;;49;-62.9;0.05;0.23
00:15.3;;52;-69.17;0.06;0.25;-75;50;-62.95;0.05;0.23
00:15.4;;52;-69.17;0.06;0.25;-65;51;-62.9;0.05;0.23
00:15.4;;51;-69.16;0.06;0.25;-43;51;-62.78;0.05;0.22
00:15.4;;51;-69.16;0.06;0.25;-42;51;-62.67;0.05;0.22
00:15.4;-64;52;-69.06;0.06;0.25;;51;-62.67;0.05;0.22
00:15.5;;52;-69.06;0.06;0.25;-71;52;-62.68;0.05;0.22
00:15.5;;52;-69.06;0.06;0.25;-48;52;-62.62;0.05;0.22
00:15.5;;52;-69.06;0.06;0.25;-76;52;-62.8;0.05;0.22
00:15.5;-63;53;-68.94;0.06;0.25;;52;-62.8;0.05;0.22
00:15.6;;51;-68.76;0.06;0.25;-60;52;-62.56;0.05;0.22
00:15.6;;51;-68.76;0.06;0.25;-50;52;-62.52;0.05;0.22
00:15.6;-65;52;-68.69;0.06;0.25;;52;-62.52;0.05;0.22
00:15.6;-64;53;-68.6;0.06;0.25;;52;-62.52;0.05;0.22
00:15.7;;51;-68.55;0.07;0.26;-53;51;-62.4;0.05;0.22
00:15.7;;51;-68.55;0.07;0.26;-52;51;-62.38;0.05;0.22
00:15.7;-70;52;-68.58;0.07;0.26;;51;-62.38;0.05;0.22
00:15.8;;51;-68.75;0.07;0.26;-51;50;-62.31;0.05;0.22
00:15.8;;51;-68.75;0.07;0.26;-78;51;-62.38;0.05;0.22
00:15.8;-63;51;-68.41;0.07;0.26;;51;-62.38;0.05;0.22
00:15.9;;51;-68.41;0.07;0.26;-55;50;-62.33;0.05;0.22
00:15.9;;51;-68.41;0.07;0.26;-71;51;-62.33;0.05;0.22
00:15.9;;51;-68.41;0.07;0.26;-72;52;-62.35;0.05;0.22
00:15.9;;51;-68.41;0.07;0.27;-56;52;-62.36;0.05;0.22
00:16.0;;50;-68.36;0.07;0.26;-50;51;-62.3;0.05;0.22
00:16.0;;50;-68.36;0.07;0.27;-71;52;-62.31;0.05;0.22
00:16.0;-57;51;-68.14;0.07;0.27;;52;-62.31;0.05;0.22
00:16.1;;49;-68.12;0.07;0.27;-78;52;-62.3;0.05;0.21
00:16.1;;49;-68.12;0.08;0.28;-77;53;-62.36;0.05;0.21
00:16.1;;49;-68.12;0.08;0.28;-52;53;-62.34;0.05;0.21
00:16.1;-60;50;-67.96;0.08;0.29;;53;-62.34;0.05;0.21
00:16.1;-80;51;-68.2;0.09;0.29;;53;-62.34;0.05;0.21
