timestamp;h_raw;h5S_count;h5S_mean;h5S_variance;h5S_std;s_raw;s5S_count;s5S_mean;s5S_variance;s5S_std
00:06.9;-52;46;-45.59;0.32;0.57;;47;-73.73;0.05;0.21
00:06.9;-49;47;-45.66;0.33;0.58;;47;-73.73;0.05;0.22
00:06.9;;47;-45.66;0.34;0.59;-78;48;-73.74;0.05;0.22
00:06.9;;47;-45.66;0.35;0.6;-77;49;-73.74;0.05;0.22
00:06.9;;47;-45.66;0.36;0.6;-71;49;-73.72;0.05;0.22
00:06.9;;47;-45.66;0.37;0.61;-70;49;-73.72;0.05;0.22
00:07.0;-54;46;-46.02;0.39;0.62;;49;-73.72;0.05;0.21
00:07.0;-56;47;-46.23;0.41;0.64;;49;-73.72;0.05;0.22
00:07.0;;47;-46.23;0.43;0.65;-76;50;-73.71;0.05;0.22
00:07.0;;47;-46.23;0.45;0.67;-77;51;-73.71;0.05;0.22
00:07.0;;47;-46.23;0.46;0.68;-81;51;-73.91;0.05;0.22
00:07.1;-50;47;-46.34;0.48;0.69;;50;-73.85;0.05;0.22
00:07.1;-52;48;-46.46;0.5;0.71;;50;-73.85;0.05;0.22
00:07.1;;48;-46.46;0.53;0.73;-74;50;-73.89;0.05;0.22
00:07.2;-47;48;-46.46;0.55;0.74;;50;-73.89;0.05;0.22
00:07.2;;48;-46.46;0.57;0.76;-74;51;-73.87;0.05;0.22
00:07.2;;48;-46.46;0.59;0.77;-76;52;-73.86;0.05;0.22
00:07.2;;48;-46.46;0.61;0.78;-67;52;-73.78;0.05;0.21
00:07.2;;48;-46.46;0.63;0.8;-69;52;-73.76;0.05;0.22
00:07.3;-55;47;-46.64;0.66;0.81;;52;-73.76;0.05;0.21
00:07.3;;47;-46.64;0.68;0.83;-79;53;-73.78;0.05;0.21
00:07.3;;47;-46.64;0.71;0.84;-78;54;-73.8;0.05;0.21
00:07.3;;47;-46.64;0.73;0.86;-67;53;-73.75;0.05;0.21
00:07.4;;46;-46.67;0.76;0.87;-77;53;-73.75;0.05;0.21
00:07.4;;46;-46.67;0.78;0.88;-76;53;-73.74;0.05;0.21
00:07.4;-48;47;-46.7;0.8;0.9;;53;-73.74;0.05;0.21
00:07.4;-47;48;-46.71;0.83;0.91;;53;-73.74;0.05;0.21
00:07.4;;48;-46.71;0.85;0.92;-75;54;-73.78;0.05;0.21
00:07.5;-45;47;-46.85;0.88;0.94;;53;-73.84;0.04;0.21
00:07.5;;47;-46.85;0.9;0.95;-86;54;-73.92;0.04;0.21
00:07.6;;46;-46.98;0.93;0.96;-80;54;-73.96;0.04;0.21
00:07.7;;46;-46.98;0.95;0.98;-71;53;-73.94;0.04;0.21
00:07.8;;46;-46.98;0.98;0.99;-67;54;-73.84;0.04;0.21
00:07.8;-56;46;-47.2;1.01;1;;53;-73.95;0.04;0.21
00:07.8;;46;-47.2;1.04;1.02;-91;53;-74.08;0.04;0.21
00:07.8;;46;-47.2;1.07;1.03;-94;53;-74.23;0.04;0.21
00:07.9;;46;-47.2;1.09;1.05;-71;52;-74.32;0.04;0.21
00:07.9;;46;-47.2;1.12;1.06;-72;53;-74.32;0.04;0.21
00:07.9;;46;-47.2;1.15;1.07;-80;53;-74.35;0.04;0.21
00:08.0;;46;-47.2;1.17;1.08;-75;53;-74.38;0.05;0.21
00:08.0;-53;46;-47.41;1.2;1.1;;53;-74.44;0.05;0.22
00:08.1;-49;47;-47.45;1.24;1.11;;53;-74.44;0.05;0.22
00:08.1;;45;-47.67;1.27;1.13;-75;53;-74.38;0.05;0.22
00:08.1;;45;-47.67;1.3;1.14;-76;53;-74.37;0.05;0.22
00:08.2;-53;46;-47.78;1.34;1.16;;53;-74.37;0.05;0.22
00:08.2;-48;47;-47.79;1.38;1.17;;52;-74.39;0.05;0.22
00:08.2;;47;-47.79;1.42;1.19;-63;53;-74.31;0.05;0.22
00:08.3;;46;-47.85;1.44;1.2;-72;53;-74.36;0.05;0.23
00:08.4;-59;46;-48.17;1.49;1.22;;53;-74.34;0.05;0.23
00:08.4;-58;47;-48.38;1.54;1.24;;53;-74.34;0.05;0.23
00:08.4;;47;-48.38;1.6;1.26;-79;53;-74.41;0.05;0.23
00:08.5;-47;47;-48.47;1.64;1.28;;51;-74.32;0.05;0.23
00:08.5;-48;48;-48.46;1.7;1.3;;51;-74.32;0.05;0.23
00:08.5;;48;-48.46;1.75;1.32;-95;52;-74.5;0.06;0.24
00:08.5;;48;-48.46;1.8;1.34;-94;53;-74.66;0.06;0.24
00:08.5;;48;-48.46;1.84;1.36;-85;53;-74.82;0.06;0.25
00:08.5;;48;-48.46;1.89;1.37;-83;53;-74.93;0.07;0.26
00:09.1;-45;43;-48.72;1.84;1.36;;46;-75.04;0.08;0.28
00:09.1;;42;-48.81;1.89;1.38;-83;47;-75.09;0.09;0.29
00:09.2;;42;-48.81;1.95;1.4;-71;47;-75.08;0.09;0.3
00:09.2;;42;-48.81;2.01;1.42;-86;48;-75.16;0.1;0.32
00:09.2;;42;-48.81;2.06;1.43;-78;48;-75.22;0.11;0.33
00:09.2;;42;-48.81;2.11;1.45;-87;49;-75.31;0.12;0.34
00:09.2;;42;-48.81;2.16;1.47;-80;49;-75.32;0.13;0.36
00:09.2;-54;43;-48.93;2.21;1.49;;48;-75.31;0.14;0.37
00:09.2;-55;44;-49.07;2.27;1.51;;48;-75.31;0.14;0.38
00:09.3;-57;45;-49.24;2.32;1.52;;47;-75.15;0.15;0.39
00:09.3;;45;-49.24;2.38;1.54;-67;48;-75.1;0.16;0.4
00:09.4;;43;-49.56;2.42;1.55;-87;47;-75.27;0.17;0.41
00:09.4;;43;-49.56;2.49;1.58;-62;48;-75.18;0.18;0.42
00:09.5;;42;-49.71;2.54;1.59;-75;48;-75.09;0.18;0.43
00:09.5;-60;43;-49.95;2.62;1.62;;47;-75.14;0.19;0.44
00:09.5;-59;44;-50.16;2.71;1.65;;47;-75.14;0.19;0.44
00:09.6;;44;-50.16;2.79;1.67;-75;48;-75.23;0.2;0.45
00:09.6;;43;-50.3;2.88;1.7;-79;48;-75.23;0.21;0.46
00:09.6;-74;44;-50.84;2.99;1.73;;47;-75.24;0.22;0.47
00:09.6;-73;45;-51.33;3.15;1.77;;47;-75.24;0.22;0.47
00:09.7;;44;-51.48;3.3;1.82;-70;48;-75.23;0.23;0.48
00:09.7;;44;-51.48;3.42;1.85;-78;48;-75.15;0.24;0.49
00:09.8;-80;45;-52.11;3.6;1.9;;47;-75.19;0.24;0.49
00:09.8;-81;46;-52.74;3.85;1.96;;47;-75.19;0.25;0.5
00:09.8;;46;-52.74;4.07;2.02;-83;47;-75.32;0.26;0.51
00:09.8;;45;-52.89;4.3;2.07;-81;47;-75.41;0.27;0.52
00:09.8;;45;-52.89;4.54;2.13;-79;48;-75.4;0.27;0.52
00:09.8;;45;-52.89;4.78;2.19;-78;49;-75.4;0.28;0.53
00:09.8;-80;46;-53.48;5.04;2.24;;48;-75.51;0.29;0.54
00:10.0;-75;46;-54.09;5.33;2.31;;48;-75.56;0.3;0.55
00:10.0;-77;47;-54.57;5.7;2.39;;48;-75.56;0.31;0.56
00:10.0;;47;-54.57;6.06;2.46;-74;48;-75.57;0.32;0.57
00:10.0;;46;-54.7;6.38;2.53;-79;47;-75.65;0.34;0.58
00:10.1;-64;47;-54.89;6.74;2.6;;47;-75.6;0.35;0.59
00:10.1;-63;48;-55.06;7.12;2.67;;47;-75.6;0.36;0.6
00:10.1;;48;-55.06;7.49;2.74;-78;47;-75.66;0.37;0.6
00:10.3;;46;-55.48;7.85;2.8;-76;46;-75.54;0.39;0.62
00:10.3;;46;-55.48;8.24;2.87;-77;46;-75.6;0.4;0.63
00:10.3;-68;46;-55.3;8.62;2.94;;46;-75.6;0.41;0.64
00:10.3;-70;47;-55.62;9.01;3;;46;-75.6;0.41;0.64
00:10.3;;47;-55.62;9.39;3.06;-78;47;-75.58;0.42;0.65
00:10.3;;47;-55.62;9.75;3.12;-73;47;-75.59;0.43;0.65
00:10.3;-63;48;-55.77;10.13;3.18;;47;-75.59;0.43;0.66
00:10.3;-64;49;-55.94;10.5;3.24;;47;-75.59;0.44;0.66
00:10.3;;49;-55.94;10.87;3.3;-75;48;-75.54;0.45;0.67
00:10.4;-68;50;-56.18;11.27;3.36;;47;-75.53;0.45;0.67
00:10.4;;50;-56.18;11.65;3.41;-71;47;-75.52;0.46;0.68
00:10.5;;49;-56.45;12.05;3.47;-79;48;-75.52;0.47;0.68
00:10.5;-65;50;-56.62;12.47;3.53;;48;-75.47;0.47;0.69
00:10.5;;50;-56.62;12.86;3.59;-63;48;-75.38;0.47;0.69
00:10.6;;50;-56.62;13.27;3.64;-77;48;-75.39;0.48;0.69
00:10.6;-75;51;-56.98;13.69;3.7;;48;-75.4;0.49;0.7
00:10.6;-73;52;-57.29;14.12;3.76;;48;-75.4;0.49;0.7
00:10.6;;52;-57.29;14.53;3.81;-53;48;-75.22;0.49;0.7
00:10.6;;52;-57.29;14.94;3.86;-50;48;-75;0.49;0.7
00:10.7;;51;-57.59;15.29;3.91;-81;47;-75.15;0.5;0.7
00:10.7;;51;-57.59;15.7;3.96;-60;47;-75.04;0.49;0.7
00:10.7;-72;52;-57.87;16.13;4.02;;47;-75.04;0.49;0.7
00:10.7;-71;53;-58.11;16.58;4.07;;47;-75.04;0.49;0.7
00:10.8;;53;-58.11;16.97;4.12;-63;46;-74.97;0.49;0.7
00:10.9;;52;-58.35;17.33;4.16;-95;46;-75.26;0.5;0.71
00:10.9;-74;53;-58.64;17.8;4.22;;46;-75.26;0.5;0.71
00:10.9;-73;54;-58.91;18.29;4.28;;46;-75.26;0.5;0.71
00:10.9;;54;-58.91;18.76;4.33;-78;46;-75.34;0.5;0.71
00:11.0;;52;-59.38;19.13;4.37;-85;46;-75.94;0.53;0.73
00:11.0;-70;53;-59.58;19.66;4.43;;46;-75.94;0.54;0.73
00:11.0;-69;54;-59.76;20.19;4.49;;46;-75.94;0.54;0.74
00:11.0;;54;-59.76;20.71;4.55;-73;46;-75.95;0.55;0.74
00:11.1;;53;-59.98;21.16;4.6;-74;46;-75.94;0.56;0.75
00:11.1;;53;-59.98;21.68;4.66;-75;47;-75.88;0.57;0.75
00:11.2;;52;-60.25;22.11;4.7;-88;47;-76.06;0.58;0.76
00:11.2;-68;53;-60.4;22.64;4.76;;47;-76.06;0.59;0.77
00:11.2;;53;-60.4;23.17;4.81;-86;47;-76.21;0.6;0.77
00:11.3;;53;-60.4;23.59;4.86;-73;47;-76.11;0.61;0.78
00:11.3;-69;54;-60.56;24.09;4.91;;47;-76.11;0.62;0.78
00:11.3;;54;-60.56;24.59;4.96;-76;47;-76.15;0.63;0.79
00:11.4;;53;-60.85;24.88;4.99;-77;46;-76.26;0.64;0.8
00:11.4;;53;-60.85;25.37;5.04;-78;47;-76.24;0.65;0.81
00:11.4;-73;54;-61.07;25.88;5.09;;47;-76.24;0.66;0.81
00:11.4;;54;-61.07;26.37;5.13;-77;47;-76.28;0.67;0.82
00:11.5;;53;-61.42;26.62;5.16;-75;46;-76.28;0.67;0.82
00:11.6;-68;54;-61.54;26.82;5.18;;44;-76.4;0.67;0.82
00:11.6;;54;-61.54;27.31;5.23;-69;44;-76.37;0.68;0.82
00:11.7;;54;-61.54;27.59;5.25;-76;44;-76.36;0.68;0.82
00:11.7;-63;55;-61.56;28.05;5.3;;44;-76.36;0.69;0.83
00:11.7;;55;-61.56;28.49;5.34;-70;44;-76.34;0.7;0.83
00:11.7;;55;-61.56;28.92;5.38;-69;44;-76.31;0.7;0.84
00:11.8;-73;55;-62.04;29.17;5.4;;44;-76.22;0.7;0.84
00:11.8;;55;-62.04;29.63;5.44;-64;44;-76.14;0.7;0.84
00:11.8;;55;-62.04;30.07;5.48;-65;44;-76.06;0.71;0.84
00:11.9;;53;-62.47;30.08;5.48;-87;43;-76.21;0.69;0.83
00:11.9;-61;54;-62.44;30.4;5.51;;43;-76.22;0.68;0.83
00:11.9;-62;55;-62.44;30.7;5.54;;43;-76.24;0.68;0.83
00:12.0;;55;-62.44;31.12;5.58;-63;43;-76.14;0.68;0.83
00:12.0;;55;-62.44;31.52;5.61;-80;43;-76.23;0.69;0.83
00:12.0;;53;-62.72;31.35;5.6;-81;42;-76.24;0.65;0.81
00:12.0;-61;54;-62.69;31.75;5.63;;42;-76.24;0.66;0.81
00:12.1;-60;55;-62.64;32.12;5.67;;42;-76.24;0.66;0.81
00:12.1;;55;-62.64;32.49;5.7;-70;42;-76.22;0.66;0.82
00:12.2;;53;-63.08;32.49;5.7;-76;42;-76.24;0.65;0.8
00:12.3;;52;-63.38;32.1;5.67;-71;40;-76.46;0.61;0.78
00:12.4;-56;52;-63.4;31.76;5.64;;38;-76.58;0.57;0.75
00:12.4;-57;53;-63.28;32.11;5.67;;38;-76.58;0.57;0.76
00:12.4;;53;-63.28;32.45;5.7;-74;38;-76.6;0.58;0.76
00:12.5;;51;-63.9;31.7;5.63;-79;37;-76.67;0.52;0.72
00:12.5;;51;-63.9;32.08;5.66;-78;38;-76.62;0.52;0.72
00:12.5;-61;52;-63.85;32.43;5.69;;38;-76.62;0.53;0.73
00:12.5;;52;-63.85;32.77;5.72;-76;38;-76.67;0.54;0.73
00:12.5;;52;-63.85;33.1;5.75;-75;38;-76.7;0.55;0.74
00:12.6;;51;-64.22;32.93;5.74;-85;38;-76.69;0.53;0.73
00:12.6;;51;-64.22;33.27;5.77;-78;38;-76.75;0.54;0.73
00:12.6;;51;-64.22;33.6;5.8;-77;38;-76.8;0.55;0.74
00:12.7;;51;-64.22;33.34;5.77;-78;38;-76.78;0.53;0.73
00:12.7;;51;-64.22;33.64;5.8;-79;39;-76.75;0.53;0.73
00:12.7;-69;52;-64.31;33.94;5.83;;39;-76.75;0.54;0.74
00:12.7;-71;53;-64.43;34.23;5.85;;39;-76.75;0.55;0.74
00:12.7;;53;-64.43;34.52;5.88;-69;39;-76.72;0.55;0.74
00:12.8;;53;-64.43;34.48;5.87;-78;40;-76.73;0.54;0.74
00:12.8;-60;54;-64.35;34.73;5.89;;40;-76.73;0.55;0.74
00:12.8;;54;-64.35;34.97;5.91;-71;40;-76.72;0.55;0.74
00:12.9;;53;-64.51;33.52;5.79;-77;39;-76.4;0.5;0.71
00:12.9;;53;-64.51;33.74;5.81;-78;40;-76.36;0.5;0.71
00:12.9;-58;54;-64.39;33.94;5.83;;40;-76.36;0.5;0.71
00:12.9;;54;-64.39;34.13;5.84;-76;40;-76.4;0.5;0.71
00:12.9;;54;-64.39;34.31;5.86;-75;40;-76.42;0.5;0.71
00:13.0;;54;-64.39;33.68;5.8;-83;40;-76.43;0.49;0.7
00:13.0;-62;55;-64.35;33.84;5.82;;40;-76.43;0.49;0.7
00:13.0;-60;56;-64.27;33.98;5.83;;40;-76.43;0.49;0.7
00:13.0;;56;-64.27;34.11;5.84;-72;40;-76.43;0.49;0.7
00:13.1;;54;-64.76;33.46;5.78;-80;41;-76.42;0.47;0.69
00:13.1;;54;-64.76;33.62;5.8;-81;42;-76.43;0.47;0.69
00:13.1;-71;55;-64.87;33.79;5.81;;42;-76.43;0.47;0.69
00:13.1;;55;-64.87;33.94;5.83;-70;42;-76.41;0.47;0.69
00:13.1;;55;-64.87;34.1;5.84;-71;42;-76.4;0.47;0.69
00:13.3;;53;-65.42;31.63;5.62;-72;40;-76.61;0.41;0.64
00:13.4;-75;54;-65.59;31.83;5.64;;40;-76.61;0.42;0.64
00:13.4;;54;-65.59;32.01;5.66;-78;41;-76.57;0.42;0.65
00:13.4;;53;-65.72;31.75;5.64;-71;41;-76.56;0.41;0.64
00:13.4;-64;53;-65.83;31.51;5.61;;41;-76.56;0.39;0.63
00:13.4;-63;54;-65.78;31.68;5.63;;41;-76.56;0.39;0.63
00:13.4;;54;-65.78;31.85;5.64;-85;42;-76.62;0.4;0.63
00:13.4;-71;55;-65.87;31.56;5.62;;42;-76.55;0.39;0.62
00:13.4;;55;-65.87;31.72;5.63;-78;42;-76.6;0.39;0.62
00:13.5;-69;54;-66.61;28.87;5.37;;40;-76.03;0.33;0.57
00:13.5;;54;-66.61;29.07;5.39;-73;40;-76.04;0.32;0.57
00:13.6;;54;-66.61;29.27;5.41;-93;41;-76.2;0.32;0.57
00:13.6;-79;55;-66.84;29.48;5.43;;41;-76.2;0.32;0.57
00:13.6;-78;56;-67.04;29.71;5.45;;41;-76.2;0.32;0.57
00:13.7;;56;-67.04;29.93;5.47;-82;41;-76.3;0.32;0.56
00:13.7;;56;-67.04;30.13;5.49;-83;41;-76.4;0.32;0.56
00:13.7;;56;-67.04;30.33;5.51;-95;42;-76.57;0.32;0.56
00:13.7;;56;-67.04;30.53;5.53;-81;43;-76.57;0.32;0.56
00:13.7;-71;57;-67.11;30.72;5.54;;43;-76.57;0.32;0.57
00:13.7;;57;-67.11;30.9;5.56;-82;44;-76.59;0.32;0.57
00:13.7;;57;-67.11;31.08;5.57;-86;44;-76.72;0.32;0.57
00:13.7;;57;-67.11;31.25;5.59;-85;44;-76.83;0.32;0.57
00:13.8;;57;-67.11;31.41;5.6;-79;45;-76.81;0.33;0.57
00:13.8;;57;-67.11;31.57;5.62;-78;46;-76.78;0.33;0.57
00:13.8;-66;58;-67.09;31.72;5.63;;46;-76.78;0.33;0.58
00:13.8;;58;-67.09;31.86;5.64;-74;46;-76.78;0.33;0.58
00:13.9;;58;-67.09;32;5.66;-83;47;-76.81;0.34;0.58
00:13.9;-68;59;-67.1;32.13;5.67;;47;-76.81;0.34;0.58
00:13.9;;59;-67.1;32.25;5.68;-82;48;-76.82;0.34;0.58
00:14.0;;59;-67.1;32.37;5.69;-78;48;-76.87;0.34;0.59
00:14.0;;59;-67.1;32.49;5.7;-77;48;-76.9;0.35;0.59
00:14.0;;59;-67.1;32.6;5.71;-76;49;-76.86;0.35;0.59
00:14.0;;59;-67.1;32.7;5.72;-70;49;-76.83;0.35;0.59
00:14.1;-72;59;-67.56;32.25;5.68;;49;-76.83;0.35;0.59
00:14.1;;59;-67.56;32.39;5.69;-67;49;-76.78;0.35;0.59
00:14.4;-54;57;-67.96;25.98;5.1;;45;-76.66;0.32;0.57
00:14.4;;57;-67.96;26.13;5.11;-74;45;-76.66;0.32;0.57
00:14.4;;57;-67.96;26.26;5.12;-75;45;-76.68;0.32;0.57
00:14.4;;57;-67.96;26.39;5.14;-78;46;-76.66;0.32;0.57
00:14.4;;57;-67.96;26.52;5.15;-66;46;-76.6;0.32;0.57
00:14.4;;57;-67.96;26.64;5.16;-79;47;-76.59;0.32;0.57
00:14.4;;57;-67.96;26.76;5.17;-80;48;-76.59;0.32;0.57
00:14.4;;57;-67.96;26.19;5.12;-82;48;-76.53;0.32;0.57
00:14.4;;57;-67.96;26.3;5.13;-81;49;-76.54;0.32;0.56
00:14.5;-49;58;-67.64;25.68;5.07;;49;-76.63;0.32;0.56
00:14.5;;58;-67.64;25.75;5.07;-72;49;-76.62;0.31;0.56
00:14.6;;56;-67.93;23.8;4.88;-85;49;-76.72;0.3;0.55
00:14.6;-47;57;-67.56;23.86;4.88;;49;-76.72;0.3;0.55
00:14.6;;57;-67.56;23.23;4.82;-77;49;-76.74;0.3;0.55
00:14.6;;55;-67.35;21.37;4.62;-78;49;-76.73;0.29;0.54
00:14.7;;55;-67.35;20.83;4.56;-64;49;-76.68;0.28;0.53
00:14.8;-45;54;-66.44;19.24;4.39;;48;-76.71;0.27;0.52
00:14.8;;54;-66.44;19.21;4.38;-75;49;-76.65;0.27;0.52
00:14.8;;54;-66.44;18.25;4.27;-71;49;-76.48;0.26;0.51
00:14.8;;54;-66.44;18.23;4.27;-80;49;-76.54;0.26;0.51
00:14.9;;53;-66.19;16.78;4.1;-91;48;-76.69;0.25;0.5
00:14.9;-43;54;-65.76;16.73;4.09;;48;-76.69;0.25;0.5
00:14.9;;54;-65.76;16.67;4.08;-69;48;-76.66;0.25;0.5
00:14.9;-42;55;-65.33;16.61;4.08;;48;-76.66;0.25;0.5
00:15.0;-41;54;-64.48;15.81;3.98;;48;-76.66;0.25;0.5
00:15.0;;54;-64.48;15.38;3.92;-76;49;-76.6;0.25;0.5
00:15.0;;54;-64.48;15.29;3.91;-77;50;-76.56;0.24;0.49
00:15.0;-40;55;-64.04;15.21;3.9;;50;-76.56;0.24;0.49
00:15.0;;55;-64.04;15.12;3.89;-72;50;-76.56;0.24;0.49
00:15.1;;53;-64.06;13.72;3.7;-84;50;-76.56;0.24;0.49
00:15.1;;53;-64.06;13.63;3.69;-85;51;-76.61;0.24;0.49
00:15.1;;53;-64.06;13.55;3.68;-75;51;-76.63;0.24;0.49
00:15.1;;53;-64.06;13.48;3.67;-74;51;-76.64;0.23;0.48
00:15.1;-41;54;-63.63;13.4;3.66;;51;-76.64;0.23;0.48
00:15.1;-42;55;-63.24;13.32;3.65;;51;-76.64;0.23;0.48
00:15.1;-41;56;-62.84;13.24;3.64;;51;-76.64;0.23;0.48
00:15.2;;56;-62.84;13.16;3.63;-78;52;-76.61;0.23;0.48
00:15.2;;56;-62.84;13.08;3.62;-77;52;-76.64;0.23;0.48
00:15.4;-47;53;-62.28;10.3;3.21;;50;-76.66;0.21;0.46
00:15.4;-46;53;-61.87;9.96;3.16;;50;-76.66;0.21;0.46
00:15.4;;53;-61.87;9.93;3.15;-76;50;-76.69;0.21;0.46
00:15.4;;53;-61.87;9.89;3.14;-75;50;-76.71;0.21;0.45
00:15.4;;53;-61.87;9.56;3.09;-80;51;-76.72;0.2;0.45
00:15.4;;53;-61.87;9.52;3.09;-88;52;-76.78;0.2;0.45
00:15.4;;53;-61.87;9.49;3.08;-86;53;-76.84;0.2;0.45
00:15.4;;53;-61.87;9.45;3.07;-79;54;-76.82;0.2;0.45
00:15.4;-43;54;-61.52;9.42;3.07;;54;-76.82;0.2;0.45
00:15.4;;54;-61.52;9.4;3.07;-70;54;-76.8;0.2;0.45
00:15.5;;53;-61.45;8.86;2.98;-80;54;-76.81;0.2;0.44
00:15.5;;53;-61.45;8.59;2.93;-64;54;-76.81;0.19;0.44
00:15.5;-42;54;-61.09;8.58;2.93;;54;-76.81;0.19;0.44
00:15.6;;52;-60.6;7.9;2.81;-82;54;-76.86;0.17;0.42
00:15.6;;52;-60.6;7.48;2.73;-74;54;-77.22;0.16;0.4
00:15.7;-40;53;-60.21;7.52;2.74;;54;-77.22;0.16;0.4
00:15.7;-41;54;-59.85;7.57;2.75;;54;-77.22;0.16;0.4
00:15.8;-39;53;-59.02;6.93;2.63;;53;-77.32;0.12;0.35
00:15.8;;53;-59.02;6.87;2.62;-78;54;-77.39;0.11;0.34
00:15.8;;53;-59.02;6.98;2.64;-76;55;-77.34;0.12;0.34
00:15.8;;53;-59.02;7.09;2.66;-73;55;-77.34;0.12;0.35
00:15.9;-43;54;-58.72;7.21;2.68;;55;-77.34;0.12;0.35
00:15.9;-42;55;-58.42;7.34;2.71;;55;-77.34;0.13;0.35
00:15.9;;53;-57.85;7.04;2.65;-78;55;-77.14;0.09;0.3
00:15.9;;53;-57.85;7.22;2.69;-77;56;-77.1;0.09;0.3
00:15.9;;53;-57.85;7.4;2.72;-74;56;-77.11;0.09;0.31
00:16.0;;53;-57.85;7.57;2.75;-73;56;-77.1;0.09;0.31
00:16.0;-41;54;-57.54;7.76;2.79;;56;-77.1;0.1;0.31
00:16.1;;52;-57.08;7.74;2.78;-69;55;-77.04;0.09;0.3
00:16.1;-42;53;-56.79;8;2.83;;55;-77.04;0.09;0.3
00:16.1;-41;54;-56.5;8.27;2.88;;55;-77.04;0.09;0.3
