timestamp;h_raw;h5S_count;h5S_mean;h5S_variance;h5S_std;s_raw;s5S_count;s5S_mean;s5S_variance;s5S_std
00:07.3;;46;-72.28;0.75;0.87;-63;50;-68.26;0.6;0.78
00:07.3;;46;-72.28;0.76;0.87;-81;51;-68.35;0.61;0.78
00:07.4;;44;-72.09;0.73;0.86;-64;50;-68.23;0.61;0.78
00:07.4;-70;45;-72.04;0.74;0.86;;50;-68.23;0.61;0.78
00:07.4;-69;46;-71.98;0.74;0.86;;50;-68.23;0.61;0.78
00:07.5;;45;-71.98;0.72;0.85;-63;50;-68.26;0.61;0.78
00:07.5;;45;-71.98;0.72;0.85;-77;50;-68.31;0.61;0.78
00:07.6;;43;-71.72;0.71;0.84;-80;49;-68.35;0.62;0.79
00:07.7;;42;-71.71;0.71;0.84;-56;48;-68.04;0.63;0.79
00:07.7;;42;-71.71;0.71;0.84;-79;49;-68.18;0.63;0.79
00:07.7;;42;-71.71;0.71;0.84;-63;49;-68.1;0.63;0.79
00:07.8;;42;-71.71;0.71;0.84;-60;49;-68.09;0.64;0.8
00:07.8;-81;43;-71.93;0.71;0.84;;49;-68.09;0.63;0.8
00:07.8;;43;-71.93;0.71;0.84;-55;49;-67.92;0.63;0.79
00:07.9;;41;-72.39;0.7;0.84;-55;48;-67.95;0.64;0.8
00:07.9;-70;42;-72.33;0.71;0.84;;48;-67.95;0.64;0.8
00:07.9;;42;-72.33;0.7;0.83;-58;48;-67.97;0.64;0.8
00:08.0;;41;-72.44;0.65;0.81;-56;47;-68.18;0.63;0.8
00:08.0;-73;42;-72.45;0.66;0.81;;47;-68.18;0.63;0.8
00:08.0;;42;-72.45;0.66;0.81;-62;47;-68.07;0.63;0.79
00:08.1;;40;-72.25;0.64;0.8;-72;47;-68.24;0.61;0.78
00:08.1;-81;41;-72.46;0.64;0.8;;47;-68.24;0.61;0.78
00:08.1;;41;-72.46;0.65;0.81;-68;47;-68.21;0.61;0.78
00:08.2;;39;-72.51;0.63;0.79;-62;47;-68.2;0.58;0.76
00:08.2;-68;40;-72.4;0.63;0.8;;47;-68.2;0.58;0.76
00:08.2;;40;-72.4;0.64;0.8;-80;47;-68.29;0.58;0.76
00:08.3;;40;-72.4;0.63;0.79;-73;47;-68.46;0.56;0.75
00:08.3;-62;41;-72.15;0.63;0.79;;47;-68.46;0.57;0.75
00:08.4;;39;-72.44;0.59;0.77;-76;45;-68.42;0.54;0.73
00:08.4;;39;-72.44;0.59;0.77;-82;46;-68.54;0.54;0.73
00:08.5;;38;-72.45;0.57;0.76;-68;45;-68.5;0.53;0.73
00:08.6;;38;-72.45;0.58;0.76;-80;46;-68.59;0.53;0.73
00:08.6;-69;38;-72.29;0.55;0.74;;45;-68.62;0.52;0.72
00:08.7;;38;-72.29;0.55;0.74;-77;46;-68.68;0.52;0.72
00:08.8;-75;38;-72.26;0.54;0.74;;46;-68.68;0.52;0.72
00:08.8;;38;-72.26;0.54;0.74;-60;46;-68.62;0.52;0.72
00:08.8;;38;-72.26;0.54;0.74;-80;47;-68.71;0.52;0.72
00:08.9;;38;-72.26;0.51;0.72;-76;46;-68.66;0.51;0.72
00:08.9;-70;39;-72.21;0.51;0.72;;46;-68.66;0.51;0.72
00:08.9;;39;-72.21;0.51;0.72;-69;47;-68.62;0.52;0.72
00:08.9;;39;-72.21;0.51;0.72;-70;48;-68.6;0.52;0.72
00:09.5;-71;35;-71.97;0.4;0.63;;42;-69.22;0.39;0.63
00:09.5;;35;-71.97;0.39;0.62;-64;41;-69.2;0.39;0.62
00:09.5;-70;36;-71.92;0.39;0.62;;41;-69.2;0.4;0.63
00:09.5;;35;-72;0.37;0.61;-62;41;-69.09;0.39;0.62
00:09.5;;34;-72.06;0.36;0.6;-59;42;-69;0.37;0.61
00:09.5;;34;-72.06;0.36;0.6;-58;43;-68.91;0.38;0.61
00:09.5;-72;35;-72.06;0.36;0.6;;43;-68.91;0.38;0.62
00:09.6;-67;36;-71.92;0.35;0.59;;43;-68.9;0.36;0.6
00:09.6;;36;-71.92;0.35;0.59;-69;44;-68.94;0.37;0.61
00:09.6;;36;-71.92;0.34;0.59;-84;44;-69.07;0.37;0.61
00:09.7;-63;36;-71.64;0.31;0.56;;43;-68.96;0.33;0.57
00:09.7;;36;-71.64;0.3;0.55;-63;44;-68.83;0.32;0.56
00:09.7;;36;-71.64;0.3;0.55;-79;44;-68.9;0.32;0.56
00:09.8;-62;37;-71.38;0.29;0.54;;43;-68.87;0.31;0.55
00:09.8;;37;-71.38;0.28;0.53;-62;44;-68.77;0.3;0.54
00:09.8;;37;-71.38;0.28;0.53;-73;44;-68.78;0.3;0.54
00:09.8;;37;-71.38;0.28;0.53;-74;44;-68.8;0.3;0.55
00:09.9;-68;37;-71.32;0.24;0.49;;43;-68.68;0.26;0.51
00:09.9;;37;-71.32;0.24;0.49;-59;44;-68.61;0.26;0.51
00:09.9;;37;-71.32;0.24;0.49;-60;44;-68.56;0.25;0.5
00:09.9;;37;-71.32;0.24;0.49;-73;45;-68.56;0.25;0.5
00:10.0;-71;38;-71.32;0.23;0.48;;44;-68.59;0.24;0.49
00:10.0;;38;-71.32;0.22;0.46;-72;44;-68.58;0.23;0.48
00:10.1;-73;38;-71.34;0.18;0.42;;42;-68.36;0.19;0.44
00:10.1;;38;-71.34;0.18;0.42;-66;43;-68.38;0.19;0.43
00:10.1;;38;-71.34;0.18;0.42;-67;44;-68.4;0.19;0.43
00:10.1;;38;-71.34;0.18;0.42;-61;44;-68.28;0.19;0.43
00:10.2;-72;38;-71.16;0.17;0.41;;43;-68.16;0.16;0.4
00:10.2;;38;-71.16;0.17;0.41;-60;43;-68.1;0.16;0.4
00:10.2;;38;-71.16;0.17;0.42;-58;44;-67.96;0.16;0.4
00:10.3;-79;38;-71.42;0.16;0.4;;42;-67.97;0.14;0.38
00:10.3;;38;-71.42;0.16;0.4;-66;43;-67.92;0.15;0.38
00:10.4;-74;38;-71.71;0.14;0.38;;42;-67.85;0.13;0.37
00:10.4;;38;-71.71;0.14;0.38;-66;42;-67.87;0.13;0.37
00:10.4;-73;39;-71.74;0.14;0.38;;42;-67.87;0.14;0.37
00:10.4;;39;-71.74;0.14;0.38;-67;43;-67.82;0.14;0.37
00:10.4;;39;-71.74;0.14;0.37;-68;44;-67.8;0.14;0.37
00:10.6;;39;-71.74;0.13;0.37;-77;44;-67.99;0.13;0.36
00:10.6;;39;-71.74;0.13;0.36;-61;43;-68.1;0.11;0.34
00:10.6;;39;-71.74;0.13;0.36;-60;43;-68.04;0.11;0.34
00:10.6;-82;40;-72;0.13;0.36;;43;-68.04;0.11;0.34
00:10.7;;40;-72;0.13;0.35;-89;44;-68.24;0.11;0.34
00:10.7;;40;-72;0.12;0.35;-88;44;-68.42;0.11;0.34
00:10.7;;38;-71.61;0.13;0.36;-83;44;-68.72;0.1;0.32
00:10.7;-71;39;-71.59;0.13;0.36;;44;-68.72;0.1;0.32
00:10.8;-67;38;-71.68;0.13;0.36;;43;-68.51;0.1;0.31
00:10.8;-66;39;-71.54;0.13;0.36;;43;-68.51;0.1;0.31
00:10.8;;39;-71.54;0.13;0.36;-63;43;-68.48;0.09;0.31
00:10.9;;39;-71.54;0.13;0.36;-79;44;-68.56;0.09;0.31
00:11.0;;38;-71.32;0.13;0.37;-76;42;-68.09;0.1;0.31
00:11.0;;37;-71.43;0.14;0.37;-60;42;-68.04;0.1;0.31
00:11.0;-89;38;-71.89;0.14;0.37;;42;-68.04;0.1;0.31
00:11.1;;38;-71.89;0.14;0.37;-61;42;-67.87;0.1;0.32
00:11.1;-68;39;-71.79;0.14;0.37;;42;-67.87;0.1;0.32
00:11.2;-69;40;-71.72;0.13;0.37;;42;-67.87;0.1;0.32
00:11.2;;40;-71.72;0.13;0.37;-83;42;-68;0.1;0.32
00:11.2;;40;-71.72;0.13;0.37;-84;42;-68.13;0.1;0.32
00:11.3;-71;40;-71.75;0.14;0.37;;41;-68.03;0.11;0.33
00:11.3;;40;-71.75;0.13;0.37;-62;41;-67.91;0.11;0.33
00:11.3;;40;-71.75;0.13;0.37;-82;41;-68.03;0.11;0.33
00:11.4;;40;-71.75;0.13;0.37;-59;41;-67.98;0.11;0.33
00:11.4;;40;-71.75;0.13;0.37;-58;42;-67.91;0.11;0.33
00:11.4;;40;-71.75;0.13;0.36;-57;42;-67.74;0.11;0.34
00:11.5;;39;-71.72;0.13;0.37;-59;42;-67.77;0.12;0.34
00:11.5;-72;40;-71.72;0.13;0.37;;42;-67.77;0.12;0.35
00:11.5;;40;-71.72;0.13;0.36;-62;42;-67.67;0.12;0.35
00:11.6;;39;-71.72;0.14;0.37;-63;42;-67.76;0.13;0.36
00:11.7;;38;-71.61;0.14;0.37;-58;42;-67.89;0.13;0.36
00:11.7;;38;-71.61;0.14;0.37;-74;42;-67.9;0.13;0.36
00:11.7;;38;-71.61;0.14;0.37;-73;42;-67.92;0.13;0.36
00:11.7;-69;39;-71.54;0.14;0.37;;42;-67.92;0.13;0.36
00:11.8;;38;-71.55;0.14;0.37;-65;42;-68.07;0.13;0.37
00:11.8;;38;-71.55;0.14;0.37;-66;43;-68.09;0.13;0.37
00:11.8;;38;-71.55;0.14;0.37;-80;43;-68.18;0.13;0.36
00:11.9;;38;-71.55;0.14;0.38;-65;44;-68.23;0.13;0.36
00:11.9;-73;39;-71.59;0.14;0.38;;44;-68.23;0.13;0.36
00:11.9;;39;-71.59;0.14;0.37;-72;44;-68.22;0.13;0.36
00:11.9;-72;40;-71.6;0.14;0.37;;44;-68.22;0.13;0.36
00:12.0;-70;40;-71.4;0.14;0.38;;42;-68.4;0.13;0.36
00:12.1;;39;-71.18;0.14;0.37;-68;42;-68.44;0.13;0.37
00:12.1;-69;40;-71.12;0.14;0.37;;42;-68.44;0.13;0.37
00:12.1;;40;-71.12;0.14;0.38;-74;42;-68.46;0.13;0.36
00:12.2;-73;40;-71.38;0.14;0.37;;41;-68.27;0.13;0.37
00:12.2;-72;41;-71.39;0.14;0.38;;41;-68.27;0.13;0.36
00:12.2;;41;-71.39;0.14;0.38;-81;41;-68.36;0.13;0.36
00:12.3;;40;-71.4;0.14;0.37;-60;41;-68.23;0.13;0.37
00:12.3;;40;-71.4;0.14;0.37;-59;42;-68.18;0.13;0.36
00:12.3;-64;41;-71.22;0.14;0.37;;42;-68.18;0.13;0.36
00:12.4;;39;-71.31;0.14;0.38;-58;42;-68.1;0.13;0.37
00:12.4;-72;40;-71.32;0.14;0.38;;42;-68.1;0.13;0.37
00:12.5;;40;-71.32;0.14;0.38;-59;42;-67.96;0.13;0.37
00:12.5;;40;-71.32;0.14;0.38;-60;42;-67.82;0.13;0.37
00:12.5;-74;41;-71.39;0.15;0.38;;41;-67.77;0.14;0.37
00:12.7;;41;-71.39;0.15;0.38;-74;41;-67.7;0.14;0.38
00:12.7;;41;-71.39;0.15;0.38;-75;41;-67.74;0.14;0.38
00:12.7;;41;-71.39;0.15;0.39;-59;40;-67.59;0.15;0.38
00:12.7;;41;-71.39;0.15;0.39;-58;41;-67.62;0.15;0.39
00:12.8;;41;-71.39;0.15;0.39;-81;41;-67.72;0.15;0.39
00:12.8;;40;-71.15;0.15;0.39;-62;41;-67.93;0.15;0.39
00:12.8;;40;-71.15;0.16;0.39;-63;42;-67.92;0.15;0.39
00:12.8;-72;41;-71.17;0.16;0.4;;42;-67.92;0.15;0.39
00:12.9;;41;-71.17;0.16;0.4;-73;42;-67.93;0.15;0.39
00:12.9;;40;-71.2;0.15;0.39;-71;42;-68.12;0.15;0.39
00:13.0;-79;41;-71.39;0.15;0.39;;42;-68.29;0.15;0.39
00:13.0;;41;-71.39;0.15;0.39;-83;42;-68.4;0.15;0.39
00:13.0;;41;-71.39;0.15;0.39;-84;42;-68.52;0.15;0.39
00:13.0;;40;-71.35;0.14;0.38;-68;42;-68.78;0.15;0.39
00:13.1;-62;41;-71.12;0.14;0.38;;42;-68.78;0.15;0.39
00:13.1;;41;-71.12;0.14;0.38;-76;42;-68.8;0.15;0.39
00:13.1;;40;-70.88;0.14;0.38;-62;42;-68.68;0.16;0.4
00:13.2;;40;-70.88;0.14;0.38;-72;42;-68.72;0.16;0.4
00:13.2;;39;-70.95;0.13;0.36;-66;42;-68.7;0.16;0.4
00:13.3;-59;40;-70.65;0.14;0.37;;42;-68.7;0.16;0.4
00:13.3;;40;-70.65;0.14;0.38;-75;42;-68.72;0.16;0.4
00:13.3;;39;-70.87;0.14;0.38;-67;42;-68.65;0.16;0.4
00:13.4;-67;40;-70.78;0.14;0.38;;42;-68.65;0.16;0.4
00:13.4;-66;41;-70.66;0.15;0.39;;42;-68.65;0.16;0.4
00:13.4;;41;-70.66;0.16;0.39;-78;42;-68.7;0.16;0.4
00:13.4;;41;-70.66;0.16;0.39;-79;41;-68.6;0.16;0.4
00:13.5;-72;42;-70.69;0.15;0.39;;41;-68.51;0.16;0.4
00:13.5;;42;-70.69;0.16;0.4;-73;41;-68.5;0.16;0.4
00:13.5;;42;-70.69;0.16;0.4;-74;41;-68.5;0.16;0.4
00:13.5;;42;-70.69;0.17;0.41;-62;42;-68.49;0.16;0.4
00:13.5;;42;-70.69;0.17;0.41;-61;43;-68.46;0.16;0.4
00:13.6;-69;43;-70.65;0.16;0.41;;42;-68.34;0.16;0.4
00:13.6;;43;-70.65;0.17;0.41;-70;42;-68.31;0.16;0.4
00:13.6;;42;-70.69;0.17;0.41;-57;43;-68.24;0.16;0.4
00:13.7;-74;43;-70.77;0.17;0.41;;43;-68.2;0.16;0.4
00:13.7;-73;44;-70.82;0.17;0.41;;43;-68.2;0.16;0.39
00:13.8;;44;-70.82;0.17;0.41;-59;44;-68.16;0.15;0.39
00:13.8;;43;-70.72;0.16;0.4;-66;43;-68.04;0.15;0.39
00:13.8;-72;44;-70.75;0.16;0.4;;43;-68.04;0.15;0.39
00:13.9;;43;-70.77;0.16;0.4;-55;43;-67.8;0.16;0.39
00:13.9;;43;-70.77;0.16;0.4;-56;44;-67.73;0.16;0.4
00:13.9;;43;-70.77;0.15;0.39;-64;44;-67.71;0.16;0.4
00:13.9;;43;-70.77;0.16;0.39;-63;44;-67.61;0.16;0.4
00:13.9;-68;44;-70.7;0.16;0.4;;44;-67.61;0.16;0.4
00:14.0;;44;-70.7;0.16;0.4;-62;45;-67.6;0.17;0.41
00:14.0;-63;45;-70.53;0.16;0.4;;45;-67.6;0.17;0.41
00:14.1;;45;-70.53;0.17;0.41;-59;46;-67.57;0.17;0.41
00:14.1;-62;46;-70.35;0.17;0.42;;46;-67.57;0.17;0.41
00:14.2;-67;47;-70.28;0.18;0.42;;46;-67.57;0.17;0.42
00:14.2;;47;-70.28;0.19;0.43;-78;46;-67.62;0.18;0.42
00:14.2;;47;-70.28;0.19;0.44;-77;46;-67.66;0.18;0.42
00:14.2;-80;48;-70.48;0.2;0.44;;46;-67.66;0.18;0.42
00:14.3;;48;-70.48;0.2;0.45;-78;47;-67.82;0.18;0.42
00:14.3;;48;-70.48;0.2;0.45;-77;48;-67.97;0.18;0.42
00:14.3;-63;49;-70.33;0.21;0.46;;48;-67.97;0.18;0.42
00:14.3;;49;-70.33;0.21;0.46;-74;48;-67.98;0.18;0.42
00:14.4;;49;-70.33;0.22;0.47;-69;49;-68.05;0.17;0.42
00:14.4;-60;50;-70.12;0.23;0.48;;49;-68.05;0.17;0.42
00:14.4;;50;-70.12;0.23;0.48;-79;49;-68.1;0.17;0.42
00:14.5;-63;50;-69.96;0.24;0.49;;49;-68.19;0.16;0.4
00:14.5;;49;-69.96;0.25;0.5;-80;49;-68.36;0.15;0.39
00:14.6;;47;-69.98;0.24;0.49;-67;48;-68.5;0.14;0.37
00:14.6;-67;48;-69.92;0.25;0.5;;47;-68.34;0.13;0.36
00:14.6;;48;-69.92;0.26;0.51;-79;47;-68.39;0.13;0.36
00:14.6;;48;-69.92;0.27;0.52;-80;47;-68.45;0.13;0.36
00:14.7;;47;-70.06;0.28;0.52;-59;47;-68.4;0.12;0.35
00:14.7;;47;-70.06;0.28;0.53;-74;47;-68.36;0.12;0.35
00:14.7;-72;48;-70.1;0.29;0.54;;47;-68.36;0.12;0.35
00:14.7;-74;49;-70.18;0.29;0.54;;47;-68.36;0.12;0.35
00:14.8;;49;-70.18;0.3;0.54;-73;47;-68.36;0.12;0.35
00:14.8;;48;-70.35;0.3;0.55;-57;48;-68.3;0.12;0.34
00:14.9;-69;49;-70.33;0.31;0.55;;47;-68.31;0.11;0.33
00:14.9;;48;-70.38;0.31;0.56;-56;48;-68.23;0.11;0.33
00:15.0;;48;-70.38;0.32;0.56;-57;46;-68.15;0.11;0.33
00:15.0;;47;-70.36;0.32;0.57;-53;47;-68.06;0.1;0.32
00:15.1;;47;-70.36;0.32;0.57;-59;47;-67.92;0.1;0.32
00:15.1;-70;48;-70.35;0.32;0.57;;47;-67.92;0.1;0.32
00:15.1;-71;49;-70.37;0.33;0.57;;47;-67.92;0.1;0.32
00:15.1;;49;-70.37;0.33;0.57;-60;47;-67.8;0.1;0.32
00:15.1;;48;-70.31;0.33;0.58;-59;47;-67.72;0.1;0.32
00:15.2;;48;-70.31;0.34;0.58;-68;46;-67.74;0.1;0.32
00:15.3;;46;-70.09;0.35;0.59;-58;46;-67.86;0.11;0.33
00:15.4;-70;47;-70.09;0.35;0.6;;46;-67.93;0.11;0.33
00:15.4;;47;-70.09;0.36;0.6;-80;46;-68;0.11;0.33
00:15.4;;45;-69.93;0.36;0.6;-70;46;-68.04;0.11;0.33
00:15.5;;45;-69.93;0.36;0.6;-74;46;-68.16;0.11;0.33
00:15.5;-71;46;-69.96;0.37;0.61;;46;-68.16;0.11;0.32
00:15.5;;46;-69.96;0.37;0.61;-61;47;-68.14;0.1;0.32
00:15.6;;46;-69.96;0.38;0.61;-77;47;-68.14;0.1;0.32
00:15.6;-79;47;-70.15;0.38;0.61;;47;-68.14;0.1;0.32
00:15.6;-80;48;-70.35;0.38;0.61;;47;-68.14;0.1;0.32
00:15.7;;47;-70.11;0.37;0.61;-59;46;-68.15;0.1;0.32
00:15.7;;47;-70.11;0.36;0.6;-73;46;-67.85;0.1;0.32
00:15.7;-71;48;-70.12;0.36;0.6;;46;-67.85;0.1;0.32
00:15.8;;47;-70.11;0.36;0.6;-61;46;-67.61;0.1;0.32
00:15.8;;47;-70.11;0.36;0.6;-62;47;-67.61;0.1;0.32
00:15.9;;45;-70.27;0.36;0.6;-71;46;-67.52;0.1;0.32
00:16.0;;45;-70.27;0.36;0.6;-58;47;-67.44;0.11;0.33
00:16.0;;45;-70.27;0.36;0.6;-67;47;-67.38;0.11;0.33
00:16.0;-62;46;-70.09;0.36;0.6;;47;-67.38;0.11;0.33
00:16.1;;45;-69.67;0.36;0.6;-56;47;-67.34;0.12;0.34
00:16.2;;43;-69.72;0.35;0.59;-55;47;-67.06;0.13;0.36
00:16.2;-72;44;-69.77;0.35;0.59;;47;-67.06;0.13;0.36
00:16.3;;43;-69.74;0.34;0.59;-62;46;-67.07;0.14;0.38
00:16.3;;43;-69.74;0.35;0.59;-59;47;-66.93;0.15;0.39
00:16.3;;43;-69.74;0.35;0.59;-58;48;-66.78;0.16;0.4
00:16.3;-62;44;-69.57;0.36;0.6;;48;-66.78;0.17;0.41
00:16.4;;44;-69.57;0.35;0.59;-57;47;-66.96;0.18;0.43
00:16.4;;44;-69.57;0.36;0.6;-65;47;-66.88;0.19;0.43
00:16.4;;44;-69.57;0.36;0.6;-64;47;-66.8;0.2;0.45
00:16.4;-63;45;-69.42;0.37;0.61;;47;-66.8;0.21;0.46
00:16.4;-80;46;-69.65;0.38;0.61;;47;-66.8;0.22;0.46
00:16.5;;45;-69.6;0.36;0.6;-64;47;-66.96;0.23;0.47
00:16.5;;45;-69.6;0.37;0.61;-78;48;-67.12;0.23;0.48
00:16.5;;45;-69.6;0.37;0.61;-70;48;-67.1;0.23;0.48
00:16.5;;45;-69.6;0.38;0.61;-79;48;-67.18;0.24;0.49
00:16.6;-82;46;-69.87;0.38;0.61;;48;-67.18;0.24;0.49
00:16.6;;46;-69.87;0.37;0.61;-63;48;-67.18;0.24;0.49
00:16.6;-66;47;-69.79;0.37;0.61;;48;-67.18;0.25;0.5
00:16.7;-65;48;-69.69;0.38;0.61;;48;-67.18;0.25;0.5
00:16.7;;47;-69.7;0.36;0.6;-62;48;-67.18;0.26;0.51
00:16.7;;47;-69.7;0.36;0.6;-89;48;-67.36;0.26;0.51
00:16.7;;47;-69.7;0.36;0.6;-88;48;-67.52;0.26;0.51
00:16.8;-70;48;-69.71;0.37;0.61;;48;-67.52;0.26;0.51
00:16.8;;48;-69.71;0.35;0.59;-63;47;-67.38;0.26;0.51
00:16.8;;48;-69.71;0.36;0.6;-79;47;-67.44;0.26;0.51
00:16.9;-65;49;-69.61;0.36;0.6;;47;-67.44;0.26;0.51
00:16.9;-66;50;-69.54;0.36;0.6;;47;-67.44;0.26;0.51
00:16.9;;49;-69.47;0.35;0.59;-73;47;-67.53;0.26;0.51
00:16.9;;48;-69.42;0.35;0.59;-75;47;-67.56;0.26;0.51
00:17.0;-71;49;-69.45;0.35;0.59;;47;-67.56;0.26;0.51
00:17.0;;48;-69.44;0.35;0.59;-59;48;-67.53;0.26;0.51
00:17.1;;48;-69.44;0.35;0.59;-70;48;-67.5;0.26;0.51
00:17.1;-73;49;-69.51;0.36;0.6;;48;-67.5;0.26;0.51
00:17.2;-67;49;-69.47;0.36;0.6;;47;-67.42;0.26;0.51
00:17.2;;49;-69.47;0.36;0.6;-71;47;-67.41;0.26;0.51
00:17.2;;47;-69.34;0.35;0.59;-61;48;-67.31;0.26;0.51
00:17.3;;47;-69.34;0.35;0.59;-63;48;-67.22;0.26;0.51
00:17.3;-74;48;-69.44;0.36;0.6;;48;-67.22;0.26;0.51
00:17.3;-75;49;-69.55;0.36;0.6;;48;-67.22;0.26;0.51
00:17.4;;48;-69.67;0.34;0.59;-60;47;-67.25;0.27;0.52
00:17.5;;47;-69.62;0.33;0.58;-59;47;-67.26;0.27;0.52
00:17.5;;47;-69.62;0.32;0.57;-64;47;-67.44;0.27;0.52
00:17.5;;47;-69.62;0.32;0.57;-82;47;-67.53;0.27;0.52
00:17.6;;46;-69.52;0.32;0.56;-60;48;-67.5;0.27;0.52
00:17.6;-86;47;-69.87;0.32;0.56;;48;-67.5;0.27;0.52
00:17.6;-87;48;-70.23;0.32;0.56;;48;-67.5;0.27;0.52
00:17.7;;48;-70.23;0.3;0.55;-55;49;-67.4;0.27;0.52
00:17.7;-69;49;-70.2;0.3;0.55;;49;-67.4;0.27;0.52
00:17.7;-70;50;-70.2;0.3;0.54;;49;-67.4;0.27;0.52
