timestamp,h_raw,h5S_count,h5S_mean,h5S_variance,h5S_std,s_raw,s5S_count,s5S_mean,s5S_variance,s5S_std
00:11.3,,68,-69.19,0.16,0.4,-73,69,-69.02,6.31,2.51
00:11.3,,68,-69.19,0.16,0.4,-63,70,-68.98,6.31,2.51
00:11.4,-67,69,-69.16,0.16,0.4,,70,-68.98,6.3,2.51
00:11.4,,69,-69.16,0.16,0.4,-67,70,-68.96,6.3,2.51
00:11.4,,69,-69.16,0.16,0.4,-56,71,-68.88,6.29,2.51
00:11.4,,69,-69.16,0.16,0.4,-57,71,-68.82,6.28,2.51
00:11.5,-59,70,-69.01,0.16,0.39,,71,-68.82,6.28,2.51
00:11.5,,70,-69.01,0.16,0.39,-59,72,-68.73,6.27,2.5
00:11.5,,70,-69.01,0.15,0.39,-60,72,-68.68,6.25,2.5
00:11.5,,70,-69.01,0.15,0.39,-81,72,-68.78,6.25,2.5
00:11.6,-68,71,-69,0.14,0.37,,68,-68.92,5.45,2.33
00:11.6,,68,-69.03,0.12,0.34,-63,67,-68.83,4.69,2.17
00:11.6,,66,-69.05,0.09,0.31,-59,65,-68.57,4.02,2.01
00:11.7,-60,64,-68.83,0.08,0.28,,61,-68.36,3.24,1.8
00:11.7,,63,-68.76,0.07,0.27,-60,59,-68.16,2.62,1.62
00:11.7,,63,-68.76,0.07,0.27,-59,60,-68.16,2.54,1.59
00:11.8,-66,60,-68.52,0.07,0.27,,59,-68.18,2.17,1.47
00:11.8,-67,61,-68.49,0.07,0.27,,59,-68.18,2.16,1.47
00:11.8,,61,-68.49,0.07,0.27,-74,60,-68.22,2.15,1.47
00:11.8,,61,-68.49,0.07,0.27,-57,60,-68.14,2.14,1.46
00:11.9,-76,62,-68.61,0.07,0.27,,60,-68.14,2.13,1.46
00:11.9,-77,63,-68.75,0.07,0.27,,60,-68.14,2.12,1.46
00:11.9,,63,-68.75,0.07,0.27,-80,61,-68.22,2.11,1.45
00:11.9,,63,-68.75,0.07,0.27,-79,62,-68.29,2.1,1.45
00:12.0,,63,-68.75,0.07,0.27,-58,62,-68.22,2.09,1.45
00:12.0,-68,64,-68.73,0.07,0.27,,62,-68.22,2.08,1.44
00:12.0,,63,-68.75,0.07,0.27,-75,62,-68.12,1.91,1.38
00:12.1,,61,-68.77,0.08,0.27,-63,59,-67.91,1.73,1.32
00:12.1,-75,60,-68.75,0.08,0.28,,57,-67.84,1.62,1.27
00:12.1,-76,61,-68.87,0.08,0.27,,56,-67.86,1.59,1.26
00:12.1,,58,-69,0.07,0.27,-68,56,-67.92,1.32,1.15
00:12.2,,52,-69.4,0.08,0.28,-58,55,-67.78,1.03,1.02
00:12.2,-79,53,-69.58,0.08,0.29,,54,-67.74,0.97,0.99
00:12.2,-78,54,-69.74,0.09,0.29,,54,-67.74,0.97,0.99
00:12.2,,52,-69.83,0.1,0.31,-63,50,-67.44,0.79,0.89
00:12.3,,51,-69.9,0.1,0.32,-70,51,-67.5,0.77,0.88
00:12.3,-75,52,-70,0.11,0.33,,51,-67.53,0.75,0.87
00:12.3,,52,-70,0.12,0.34,-70,50,-67.59,0.73,0.86
00:12.4,,51,-70.12,0.13,0.36,-69,51,-67.62,0.71,0.84
00:12.4,-72,52,-70.15,0.14,0.37,,51,-67.65,0.69,0.83
00:12.4,,52,-70.15,0.15,0.38,-69,50,-67.74,0.65,0.81
00:12.5,-75,53,-70.25,0.16,0.4,,50,-67.74,0.65,0.81
00:12.6,,53,-70.25,0.17,0.41,-58,48,-67.54,0.57,0.76
00:12.6,,53,-70.25,0.18,0.42,-61,49,-67.5,0.58,0.76
00:12.6,-71,54,-70.26,0.19,0.43,,49,-67.5,0.58,0.76
00:12.7,,54,-70.26,0.2,0.44,-60,48,-67.38,0.5,0.71
00:12.7,-74,54,-70.35,0.21,0.45,,48,-67.24,0.47,0.69
00:12.8,,54,-70.35,0.21,0.46,-68,46,-67.19,0.44,0.67
00:12.8,,52,-70.31,0.22,0.47,-60,47,-67.14,0.42,0.65
00:12.8,,52,-70.31,0.23,0.48,-61,48,-67.09,0.43,0.66
00:12.8,-78,53,-70.45,0.24,0.49,,47,-67.05,0.43,0.65
00:12.8,-77,54,-70.57,0.25,0.5,,47,-66.89,0.43,0.66
00:12.9,,54,-70.57,0.27,0.52,-84,47,-66.89,0.44,0.66
00:12.9,,53,-70.66,0.28,0.53,-56,48,-66.8,0.45,0.67
00:12.9,-67,54,-70.59,0.29,0.54,,48,-66.78,0.46,0.68
00:12.9,-79,55,-70.75,0.31,0.55,,48,-66.78,0.48,0.69
00:13.0,,55,-70.75,0.31,0.56,-64,46,-66.59,0.49,0.7
00:13.0,,55,-70.75,0.33,0.57,-63,46,-66.53,0.52,0.72
00:13.0,,54,-70.69,0.34,0.58,-62,47,-66.5,0.54,0.73
00:13.1,,54,-70.69,0.34,0.58,-79,45,-66.52,0.57,0.75
00:13.1,,54,-70.69,0.35,0.59,-77,45,-66.6,0.59,0.77
00:13.1,,53,-70.57,0.36,0.6,-67,46,-66.62,0.61,0.78
00:13.1,-73,54,-70.61,0.36,0.6,,46,-66.57,0.64,0.8
00:13.2,,54,-70.61,0.37,0.61,-70,46,-66.59,0.66,0.81
00:13.2,,54,-70.61,0.38,0.62,-69,46,-66.59,0.67,0.82
00:13.2,,54,-70.61,0.39,0.62,-61,47,-66.55,0.69,0.83
00:13.3,-79,54,-70.74,0.4,0.63,,46,-66.49,0.72,0.85
00:13.3,-80,55,-70.91,0.42,0.64,,45,-66.44,0.75,0.86
00:13.3,,55,-70.91,0.43,0.66,-79,46,-66.6,0.76,0.87
00:13.3,,55,-70.91,0.44,0.67,-57,46,-66.49,0.78,0.89
00:13.3,,54,-70.94,0.46,0.68,-72,47,-66.57,0.81,0.9
00:13.4,-81,55,-71.13,0.48,0.69,,47,-66.4,0.83,0.91
00:13.4,,55,-71.13,0.49,0.7,-68,46,-66.37,0.86,0.93
00:13.4,,54,-71.19,0.51,0.72,-67,47,-66.4,0.88,0.94
00:13.5,-60,55,-70.98,0.52,0.72,,47,-66.31,0.91,0.95
00:13.5,,55,-70.98,0.54,0.73,-62,45,-66.03,0.95,0.97
00:13.5,,54,-70.87,0.55,0.74,-62,46,-66,0.98,0.99
00:13.6,-63,55,-70.73,0.56,0.75,,46,-66,1.01,1.01
00:13.6,,54,-70.63,0.57,0.76,-61,46,-65.87,1.06,1.03
00:13.7,-67,55,-70.56,0.58,0.76,,46,-65.87,1.09,1.04
00:13.7,,54,-70.61,0.6,0.77,-58,46,-65.87,1.14,1.07
00:13.7,,53,-70.68,0.6,0.78,-67,46,-65.86,1.17,1.08
00:13.8,-61,54,-70.5,0.61,0.78,,46,-65.86,1.2,1.1
00:13.8,,54,-70.5,0.62,0.79,-74,46,-65.98,1.23,1.11
00:13.8,,54,-70.5,0.62,0.79,-73,46,-66.03,1.25,1.12
00:13.8,,54,-70.5,0.62,0.79,-63,47,-66.03,1.27,1.13
00:13.8,,53,-70.64,0.63,0.79,-64,48,-66.03,1.3,1.14
00:13.9,-74,54,-70.7,0.64,0.8,,48,-66.08,1.32,1.15
00:13.9,,54,-70.7,0.64,0.8,-63,48,-66.02,1.35,1.16
00:14.0,-83,55,-70.93,0.66,0.81,,48,-66.03,1.37,1.17
00:14.0,,55,-70.93,0.67,0.82,-67,46,-65.94,1.4,1.18
00:14.0,,55,-70.93,0.68,0.82,-84,47,-66.16,1.42,1.19
00:14.0,,54,-70.96,0.69,0.83,-81,48,-66.33,1.43,1.2
00:14.1,-75,54,-71.06,0.7,0.84,,48,-66.33,1.44,1.2
00:14.1,,53,-71.09,0.72,0.85,-61,47,-66.24,1.46,1.21
00:14.2,-68,54,-71.04,0.73,0.86,,47,-66.24,1.47,1.21
00:14.3,,53,-71.11,0.75,0.87,-68,46,-66.29,1.47,1.21
00:14.3,,53,-71.11,0.76,0.87,-67,46,-66.28,1.48,1.22
00:14.3,,53,-71.11,0.77,0.88,-69,47,-66.32,1.49,1.22
00:14.3,-82,54,-71.31,0.78,0.88,,47,-66.32,1.49,1.22
00:14.3,-81,55,-71.49,0.8,0.89,,47,-66.32,1.5,1.22
00:14.4,,55,-71.49,0.82,0.91,-77,47,-66.54,1.5,1.22
00:14.4,,54,-71.72,0.84,0.92,-65,47,-66.5,1.5,1.22
00:14.4,-78,55,-71.84,0.87,0.93,,47,-66.5,1.5,1.22
00:14.5,,54,-72,0.9,0.95,-79,45,-66.5,1.48,1.21
00:14.5,,54,-72,0.93,0.96,-77,45,-66.59,1.47,1.21
00:14.5,,54,-72,0.95,0.98,-62,46,-66.56,1.47,1.21
00:14.5,-66,55,-71.89,0.98,0.99,,46,-66.54,1.46,1.21
00:14.6,,55,-71.89,1,1,-87,46,-66.84,1.44,1.2
00:14.6,,55,-71.89,1.02,1.01,-83,47,-67.03,1.43,1.2
00:14.6,,55,-71.89,1.04,1.02,-73,47,-67.08,1.42,1.19
00:14.6,-67,55,-71.89,1.05,1.03,,47,-67.08,1.4,1.18
00:14.7,,54,-71.96,1.07,1.03,-61,47,-67.22,1.36,1.17
00:14.7,,54,-71.96,1.09,1.04,-62,48,-67.18,1.35,1.16
00:14.7,-63,55,-71.8,1.11,1.05,,48,-67.18,1.34,1.16
00:14.8,,55,-71.8,1.12,1.06,-78,47,-67.39,1.32,1.15
00:14.8,,55,-71.8,1.13,1.06,-79,47,-67.5,1.31,1.14
00:14.8,,55,-71.8,1.14,1.07,-68,48,-67.52,1.3,1.14
00:14.8,,55,-71.8,1.16,1.08,-67,49,-67.54,1.29,1.14
00:14.9,,53,-71.96,1.16,1.08,-73,48,-67.67,1.25,1.12
00:14.9,,53,-71.96,1.17,1.08,-58,49,-67.59,1.24,1.11
00:15.0,,53,-71.96,1.19,1.09,-74,49,-67.63,1.23,1.11
00:15.0,,53,-71.96,1.2,1.1,-73,50,-67.71,1.23,1.11
00:15.0,,53,-71.96,1.22,1.1,-72,50,-67.77,1.22,1.1
00:15.0,-70,53,-71.96,1.23,1.11,,50,-67.77,1.2,1.1
00:15.1,,53,-71.96,1.23,1.11,-78,49,-67.78,1.19,1.09
00:15.1,,53,-71.96,1.25,1.12,-67,50,-67.76,1.18,1.09
00:15.1,,52,-72.08,1.26,1.12,-76,50,-67.85,1.16,1.08
00:15.1,-74,53,-72.11,1.27,1.13,,50,-67.85,1.15,1.07
00:15.1,-75,54,-72.17,1.29,1.13,,50,-67.85,1.15,1.07
00:15.2,,54,-72.17,1.3,1.14,-65,50,-67.87,1.13,1.06
00:15.2,,54,-72.17,1.31,1.14,-64,51,-67.82,1.13,1.06
00:15.3,,53,-72.13,1.31,1.15,-64,51,-67.8,1.1,1.05
00:15.3,-67,53,-71.98,1.31,1.15,,50,-67.72,1.07,1.04
00:15.4,,52,-72.06,1.32,1.15,-77,51,-67.82,1.05,1.02
00:15.4,-66,53,-71.94,1.32,1.15,,51,-67.82,1.04,1.02
00:15.4,-64,54,-71.8,1.33,1.15,,51,-67.82,1.03,1.02
00:15.5,,54,-71.8,1.32,1.15,-72,50,-67.85,1.01,1
00:15.5,,54,-71.8,1.33,1.15,-73,50,-67.91,1,1
00:15.5,-66,54,-71.65,1.32,1.15,,50,-67.91,0.99,0.99
00:15.6,-67,53,-71.42,1.31,1.14,,49,-68.01,0.94,0.97
