timestamp;h_raw;h5S_count;h5S_mean;h5S_variance;h5S_std;s_raw;s5S_count;s5S_mean;s5S_variance;s5S_std
00:14.1;;16;-87.19;1.98;1.41;-65;12;-74.06;0.26;0.51
00:14.2;;16;-87.19;2.03;1.42;-66;13;-73.96;0.27;0.52
00:14.2;;15;-87.27;1.9;1.38;-80;13;-73.97;0.26;0.51
00:14.3;;15;-87.27;1.94;1.39;-72;14;-74.1;0.27;0.52
00:14.3;-90;16;-87.44;1.8;1.34;;13;-74.13;0.26;0.51
00:14.4;-91;17;-87.65;1.86;1.36;;13;-74.13;0.26;0.51
00:14.4;;16;-87.94;1.82;1.35;-66;13;-74.05;0.24;0.49
00:14.5;;16;-87.94;1.89;1.37;-72;13;-74.16;0.25;0.5
00:14.6;-92;16;-88.44;1.87;1.37;;13;-74.16;0.23;0.48
00:14.6;;15;-88.53;1.91;1.38;-70;13;-74.21;0.2;0.45
00:14.7;-90;16;-88.62;2.03;1.42;;13;-74.21;0.2;0.45
00:14.7;;16;-88.62;2.04;1.43;-79;13;-74.17;0.18;0.43
00:14.8;;16;-88.62;2.04;1.43;-72;13;-74.17;0.16;0.41
00:14.9;-91;17;-88.76;2.13;1.46;;13;-74.17;0.16;0.41
00:14.9;;17;-88.76;2.17;1.47;-66;12;-74.04;0.15;0.39
00:15.0;-92;18;-88.94;2.26;1.5;;12;-74.04;0.15;0.39
00:15.0;;18;-88.94;2.29;1.51;-67;11;-74.03;0.14;0.37
00:15.1;;18;-88.94;2.36;1.54;-66;11;-73.97;0.14;0.37
00:15.2;-85;19;-88.74;2.34;1.53;;10;-73.95;0.13;0.36
00:15.2;;19;-88.74;2.38;1.54;-72;10;-74.04;0.13;0.36
00:15.3;;18;-89.06;2.35;1.53;-66;10;-73.98;0.12;0.35
00:15.3;;18;-89.06;2.31;1.52;-72;10;-74.14;0.12;0.34
00:15.4;;18;-89.06;2.35;1.53;-81;11;-74.21;0.11;0.34
00:15.5;;18;-89.06;2.28;1.51;-80;11;-74.25;0.11;0.33
00:15.5;;18;-89.06;2.31;1.52;-70;11;-74.28;0.11;0.33
00:15.6;-87;18;-89.06;2.26;1.5;;11;-74.28;0.11;0.32
00:15.7;;18;-89.06;2.29;1.51;-72;11;-74.35;0.1;0.32
00:15.7;;17;-89.12;2.24;1.5;-79;12;-74.32;0.1;0.32
00:15.8;;17;-89.12;2.26;1.5;-70;12;-74.34;0.1;0.31
00:15.8;;16;-89.12;2.21;1.48;-66;12;-74.28;0.09;0.31
00:15.9;;16;-89.12;2.22;1.49;-80;13;-74.29;0.09;0.3
00:16.0;;16;-89.12;2.14;1.46;-83;13;-74.52;0.09;0.29
00:16.0;;16;-89.12;2.15;1.47;-79;14;-74.49;0.08;0.29
00:16.1;-88;17;-89.06;2.05;1.43;;14;-74.44;0.08;0.28
00:16.2;;17;-89.06;2.05;1.43;-72;14;-74.49;0.08;0.27
00:16.2;-84;17;-89.06;1.93;1.39;;14;-74.49;0.07;0.27
00:16.3;;17;-89.06;1.8;1.34;-80;14;-74.49;0.07;0.26
00:16.4;-83;17;-89.06;1.68;1.29;;14;-74.49;0.06;0.25
00:16.5;-84;18;-88.78;1.66;1.29;;14;-74.49;0.06;0.25
00:16.5;-90;19;-88.84;1.54;1.24;;14;-74.57;0.06;0.25
00:16.6;;19;-88.84;1.53;1.24;-70;14;-74.58;0.06;0.25
00:16.7;-88;20;-88.8;1.4;1.18;;14;-74.54;0.06;0.25
00:16.7;-89;21;-88.81;1.27;1.13;;13;-74.56;0.06;0.25
00:16.8;;21;-88.81;1.26;1.12;-66;13;-74.5;0.06;0.24
00:16.9;;21;-88.81;1.12;1.06;-67;12;-74.45;0.06;0.24
00:17.0;-87;21;-88.43;1.03;1.01;;12;-74.45;0.05;0.23
00:17.0;-86;22;-88.32;1.01;1;;12;-74.45;0.05;0.22
00:17.1;;22;-88.32;0.92;0.96;-72;12;-74.48;0.04;0.21
00:17.2;-84;22;-88.27;0.83;0.91;;12;-74.48;0.04;0.2
00:17.3;;22;-88.27;0.82;0.9;-82;13;-74.57;0.04;0.2
00:17.4;-85;23;-88.13;0.73;0.86;;13;-74.65;0.04;0.2
00:17.4;;23;-88.13;0.65;0.81;-70;13;-74.73;0.04;0.2
00:17.5;-87;24;-88.08;0.64;0.8;;13;-74.73;0.04;0.21
00:17.6;-97;24;-88.33;0.58;0.76;;13;-74.73;0.05;0.21
00:17.7;-94;25;-88.56;0.53;0.73;;13;-74.68;0.05;0.22
00:17.8;;25;-88.56;0.53;0.73;-65;13;-74.6;0.05;0.22
00:17.9;;24;-88.5;0.45;0.67;-81;13;-74.68;0.05;0.22
00:17.9;;23;-88.22;0.43;0.66;-71;13;-74.7;0.05;0.23
00:18.0;;23;-88.22;0.41;0.64;-84;13;-74.85;0.06;0.24
00:18.1;;23;-88.22;0.35;0.59;-72;11;-74.94;0.06;0.25
00:18.2;-90;24;-88.29;0.31;0.56;;11;-75;0.07;0.26
00:18.3;;24;-88.29;0.31;0.56;-70;11;-75.01;0.07;0.27
00:18.4;-91;25;-88.4;0.3;0.55;;11;-75.01;0.08;0.28
00:18.5;;25;-88.4;0.3;0.55;-80;12;-75;0.08;0.29
00:18.6;-85;26;-88.27;0.3;0.54;;12;-75;0.09;0.3
00:18.6;;26;-88.27;0.29;0.54;-67;12;-74.95;0.09;0.3
00:18.7;;26;-88.27;0.29;0.54;-81;13;-74.97;0.09;0.31
00:18.8;;26;-88.27;0.29;0.54;-72;13;-75.01;0.1;0.31
00:18.9;-91;27;-88.37;0.28;0.53;;13;-75.01;0.1;0.32
00:19.0;;27;-88.37;0.28;0.53;-80;14;-75;0.1;0.32
00:19.1;;26;-88.5;0.25;0.5;-83;15;-75.08;0.11;0.33
00:19.2;-83;27;-88.3;0.2;0.45;;15;-75.23;0.11;0.34
00:19.3;-81;28;-88.04;0.18;0.43;;14;-75.25;0.12;0.34
00:19.4;-80;28;-87.68;0.15;0.39;;14;-75.21;0.12;0.35
00:19.4;;27;-87.56;0.15;0.39;-67;14;-75.22;0.13;0.35
00:19.5;;27;-87.56;0.16;0.4;-80;15;-75.16;0.13;0.36
00:19.6;-84;27;-87.26;0.19;0.43;;15;-75.16;0.13;0.36
00:19.7;;26;-87.15;0.22;0.47;-81;16;-75.17;0.14;0.37
00:19.8;-87;27;-87.15;0.25;0.5;;15;-75.22;0.14;0.37
00:19.9;;26;-87;0.29;0.54;-72;15;-75.22;0.14;0.37
00:20.0;;26;-87;0.32;0.57;-84;16;-75.41;0.14;0.38
00:20.1;;25;-86.8;0.37;0.6;-71;16;-75.49;0.14;0.38
00:20.1;;25;-86.8;0.4;0.64;-82;17;-75.61;0.15;0.39
00:20.2;-88;25;-86.92;0.44;0.66;;17;-75.57;0.15;0.38
00:20.3;-86;26;-86.88;0.47;0.68;;17;-75.66;0.15;0.39
00:20.4;-84;27;-86.78;0.5;0.71;;16;-75.62;0.15;0.39
00:20.5;;27;-86.78;0.52;0.72;-67;15;-75.58;0.16;0.39
00:20.6;;26;-86.77;0.55;0.74;-79;16;-75.52;0.16;0.39
00:20.7;;26;-86.77;0.57;0.75;-72;16;-75.52;0.16;0.4
00:20.8;;26;-86.77;0.58;0.76;-80;16;-75.56;0.16;0.4
00:20.9;;26;-86.77;0.59;0.77;-79;17;-75.6;0.16;0.4
00:21.0;;26;-86.77;0.59;0.77;-80;17;-75.24;0.15;0.39
00:21.1;;26;-86.77;0.6;0.77;-71;16;-75.34;0.15;0.39
00:21.2;-86;26;-86.69;0.59;0.77;;16;-75.26;0.15;0.39
00:21.3;;25;-86.8;0.59;0.77;-73;16;-75.36;0.15;0.38
00:21.4;;25;-86.8;0.59;0.77;-68;15;-75.35;0.14;0.38
00:21.5;;23;-87.09;0.57;0.75;-67;15;-75.28;0.14;0.37
00:21.6;;22;-86.95;0.56;0.75;-68;15;-75.25;0.13;0.37
00:21.7;;21;-86.9;0.54;0.74;-79;16;-75.17;0.13;0.36
00:21.8;;20;-86.8;0.53;0.73;-73;16;-75.26;0.12;0.35
00:21.9;;20;-86.8;0.52;0.72;-72;16;-75.4;0.12;0.35
00:22.0;;19;-86.79;0.51;0.71;-71;16;-75.5;0.11;0.33
00:22.3;;17;-87;0.5;0.71;-80;17;-75.41;0.09;0.3
00:22.4;-90;18;-87.17;0.5;0.7;;16;-75.38;0.08;0.29
00:22.5;-91;18;-87.5;0.49;0.7;;16;-75.38;0.08;0.28
00:22.6;-93;18;-87.83;0.49;0.7;;16;-75.38;0.07;0.27
00:22.7;;17;-87.29;0.48;0.69;-79;17;-75.33;0.07;0.26
00:22.8;;16;-86.88;0.46;0.68;-72;17;-75.38;0.06;0.25
00:22.9;;16;-86.88;0.43;0.65;-80;17;-75.48;0.05;0.23
00:23.0;;16;-86.88;0.42;0.65;-67;17;-75.38;0.05;0.21
00:23.1;;16;-86.88;0.4;0.63;-71;16;-75.24;0.04;0.2
00:23.2;;15;-86.67;0.39;0.62;-67;16;-75.17;0.04;0.2
00:23.3;-88;16;-86.75;0.38;0.61;;16;-75.16;0.04;0.19
00:23.4;;15;-86.47;0.36;0.6;-66;16;-75.07;0.04;0.19
00:23.6;-89;15;-86.73;0.32;0.57;;15;-75.09;0.03;0.19
00:23.7;-94;16;-87.19;0.3;0.54;;15;-75.16;0.03;0.18
00:23.8;-88;17;-87.24;0.27;0.52;;14;-75.14;0.03;0.18
00:23.9;-82;18;-86.94;0.24;0.49;;14;-75.08;0.03;0.17
00:24.8;-88;13;-88.23;0.1;0.32;;10;-75.04;0.03;0.17
00:24.9;-85;14;-88;0.13;0.36;;10;-74.97;0.03;0.18
00:25.0;;14;-88;0.16;0.39;-69;9;-74.74;0.04;0.2
00:25.1;;14;-88;0.18;0.42;-68;9;-74.66;0.05;0.23
00:25.2;;14;-88;0.2;0.45;-67;8;-74.44;0.07;0.26
00:25.3;;13;-88;0.22;0.47;-70;8;-74.46;0.08;0.29
00:25.4;-88;12;-88.5;0.28;0.53;;8;-74.46;0.09;0.3
00:25.5;;12;-88.5;0.32;0.57;-71;8;-74.56;0.1;0.31
00:25.6;;12;-88.5;0.36;0.6;-70;7;-74.61;0.1;0.32
00:25.7;-94;13;-88.92;0.43;0.66;;7;-74.55;0.11;0.33
00:25.8;;13;-88.92;0.49;0.7;-69;6;-74.5;0.11;0.34
00:26.0;;13;-88.92;0.55;0.74;-71;5;-74.58;0.11;0.34
00:26.1;;13;-88.92;0.6;0.77;-79;5;-74.45;0.12;0.35
00:26.2;-78;13;-88.31;0.6;0.78;;5;-74.45;0.13;0.36
00:26.3;-80;14;-87.71;0.59;0.77;;5;-74.36;0.14;0.38
00:26.5;;14;-87.71;0.57;0.76;-67;5;-74.33;0.15;0.39
00:26.5;-89;15;-87.8;0.57;0.76;;5;-74.4;0.16;0.4
00:26.6;-90;16;-87.94;0.56;0.75;;5;-74.4;0.16;0.4
00:26.6;-87;17;-87.88;0.55;0.74;;5;-74.44;0.16;0.4
00:26.7;;17;-87.88;0.54;0.73;-71;5;-74.48;0.16;0.41
00:26.7;-84;18;-87.67;0.53;0.72;;4;-74.53;0.17;0.41
00:26.8;;18;-87.67;0.51;0.72;-70;4;-74.54;0.17;0.41
00:26.8;-83;19;-87.42;0.5;0.7;;4;-74.44;0.17;0.41
00:26.9;;19;-87.42;0.49;0.7;-81;5;-74.6;0.16;0.4
00:26.9;-77;20;-86.9;0.48;0.69;;5;-74.52;0.16;0.4
00:27.0;;20;-86.9;0.48;0.69;-80;5;-74.82;0.16;0.39
00:27.0;;20;-86.9;0.48;0.69;-69;5;-74.76;0.14;0.38
00:27.1;-84;21;-86.76;0.48;0.7;;5;-74.76;0.14;0.38
00:27.1;;21;-86.76;0.49;0.7;-79;6;-74.69;0.14;0.37
00:27.2;-77;22;-86.32;0.51;0.72;;6;-74.69;0.14;0.37
00:27.2;;22;-86.32;0.53;0.73;-68;6;-74.65;0.13;0.37
00:27.3;;22;-86.32;0.56;0.75;-84;6;-74.98;0.13;0.36
00:27.3;;22;-86.32;0.58;0.76;-66;6;-74.89;0.12;0.35
00:27.4;-94;22;-86.5;0.6;0.77;;6;-74.89;0.12;0.34
00:27.4;-89;23;-86.61;0.6;0.77;;6;-74.89;0.11;0.34
00:27.5;;22;-86.41;0.62;0.79;-81;7;-74.94;0.11;0.33
00:27.6;-88;22;-86.18;0.65;0.81;;7;-74.94;0.1;0.32
00:27.6;;22;-86.18;0.67;0.82;-72;7;-75;0.1;0.32
00:27.7;;22;-86.18;0.7;0.83;-80;7;-75.07;0.1;0.31
00:27.7;-89;23;-86.3;0.7;0.84;;7;-75.07;0.1;0.31
00:27.8;;23;-86.3;0.72;0.85;-81;8;-75.04;0.09;0.3
00:27.9;-85;24;-86.25;0.73;0.85;;8;-75.04;0.09;0.3
00:27.9;;24;-86.25;0.75;0.86;-82;8;-75.16;0.08;0.29
00:28.0;-87;25;-86.28;0.75;0.87;;8;-75.16;0.08;0.29
00:28.0;;25;-86.28;0.77;0.88;-70;8;-75.24;0.08;0.28
00:28.1;-85;26;-86.23;0.77;0.88;;8;-75.24;0.08;0.29
00:28.2;;26;-86.23;0.79;0.89;-67;8;-75.14;0.08;0.29
00:28.2;-84;27;-86.15;0.8;0.89;;8;-75.14;0.08;0.29
00:28.3;;27;-86.15;0.81;0.9;-66;8;-75.11;0.08;0.29
00:28.3;;26;-86.08;0.83;0.91;-80;9;-75.06;0.08;0.28
00:28.4;;26;-86.08;0.84;0.92;-81;10;-75.07;0.08;0.28
00:28.5;;26;-86.08;0.85;0.92;-72;10;-75.22;0.08;0.29
00:28.5;-87;27;-86.11;0.86;0.92;;10;-75.22;0.08;0.29
00:28.6;;26;-86;0.88;0.94;-73;10;-75.31;0.09;0.29
00:28.6;-86;27;-86;0.88;0.94;;10;-75.31;0.09;0.3
00:28.7;;26;-85.69;0.92;0.96;-72;10;-75.35;0.09;0.3
00:28.8;;26;-85.69;0.93;0.97;-71;10;-75.38;0.1;0.31
00:28.9;;25;-85.6;0.97;0.98;-80;11;-75.34;0.1;0.31
00:28.9;-87;25;-85.8;1;1;;11;-75.34;0.1;0.32
00:29.0;-86;26;-85.81;1;1;;11;-75.34;0.1;0.32
00:29.1;;26;-85.81;1.01;1;-81;12;-75.35;0.11;0.33
00:29.1;-84;27;-85.74;1.02;1.01;;12;-75.35;0.11;0.33
00:29.2;;27;-85.74;1.02;1.01;-68;12;-75.32;0.11;0.33
00:29.3;-83;28;-85.64;1.03;1.02;;12;-75.32;0.11;0.34
00:29.3;;28;-85.64;1.04;1.02;-80;13;-75.28;0.11;0.34
00:29.4;;28;-85.64;1.05;1.03;-71;13;-75.31;0.11;0.34
00:29.5;;28;-85.64;1.06;1.03;-72;13;-75.34;0.12;0.34
00:29.6;;28;-85.64;1.06;1.03;-71;13;-75.37;0.12;0.34
00:29.6;;28;-85.64;1.07;1.03;-72;13;-75.4;0.12;0.34
00:29.7;;28;-85.64;1.07;1.04;-71;13;-75.41;0.12;0.35
00:29.8;;28;-85.64;1.08;1.04;-81;14;-75.42;0.12;0.35
00:29.9;-84;28;-85.5;1.07;1.03;;14;-75.42;0.13;0.35
00:30.0;;27;-85.52;1.07;1.03;-82;15;-75.47;0.13;0.36
00:30.1;-82;28;-85.39;1.07;1.03;;15;-75.49;0.13;0.37
00:30.2;;28;-85.39;1.07;1.03;-67;15;-75.47;0.14;0.37
00:30.2;;28;-85.39;1.06;1.03;-70;15;-75.53;0.14;0.37
00:30.3;-86;29;-85.41;1.07;1.03;;15;-75.53;0.14;0.37
00:30.4;;29;-85.41;1.06;1.03;-81;16;-75.54;0.14;0.37
00:30.5;;28;-85.32;1.02;1.01;-67;16;-75.47;0.14;0.37
00:30.6;-87;29;-85.38;0.98;0.99;;16;-75.46;0.14;0.37
00:30.6;-86;30;-85.4;0.94;0.97;;16;-75.46;0.14;0.37
00:30.7;-87;31;-85.45;0.94;0.97;;16;-75.46;0.14;0.37
00:30.8;;30;-85.17;0.87;0.93;-71;16;-75.48;0.14;0.37
00:30.9;;30;-85.17;0.8;0.89;-70;16;-75.5;0.14;0.37
00:31.0;;30;-85.17;0.72;0.85;-69;16;-75.46;0.14;0.37
00:31.1;-83;31;-85.1;0.73;0.85;;16;-75.46;0.14;0.37
00:31.1;;31;-85.1;0.64;0.8;-80;15;-75.69;0.13;0.37
00:31.2;;30;-85.33;0.59;0.77;-67;15;-75.64;0.13;0.36
00:31.3;-86;30;-85.53;0.56;0.75;;15;-75.64;0.13;0.36
00:31.4;;30;-85.53;0.56;0.75;-80;16;-75.61;0.13;0.36
00:31.5;;30;-85.53;0.53;0.73;-81;17;-75.67;0.12;0.35
00:31.5;;29;-85.41;0.49;0.7;-71;17;-75.68;0.12;0.35
00:31.6;;27;-85.19;0.41;0.64;-69;17;-75.66;0.11;0.33
00:31.7;;27;-85.19;0.37;0.61;-71;17;-75.66;0.1;0.32
00:31.8;;26;-85.23;0.3;0.54;-82;18;-75.69;0.09;0.31
00:31.9;-82;26;-85.19;0.24;0.49;;17;-75.69;0.08;0.29
00:32.0;;25;-85.52;0.21;0.46;-69;17;-75.5;0.07;0.27
00:32.1;;25;-85.52;0.19;0.44;-66;17;-75.46;0.07;0.26
00:32.2;;24;-85.58;0.17;0.41;-67;16;-75.46;0.06;0.25
00:32.2;-85;24;-85.92;0.16;0.4;;16;-75.5;0.05;0.22
00:32.3;;24;-85.92;0.16;0.39;-81;16;-75.47;0.05;0.21
00:32.4;-88;24;-85.67;0.15;0.38;;16;-75.47;0.04;0.21
00:32.5;;23;-85.52;0.13;0.36;-80;16;-75.44;0.04;0.19
00:32.6;;22;-85.41;0.13;0.36;-81;17;-75.44;0.03;0.18
00:32.7;;22;-85.41;0.12;0.35;-69;16;-75.42;0.03;0.17
00:32.8;-83;22;-85.14;0.12;0.35;;16;-75.42;0.03;0.17
00:32.9;;21;-85.14;0.11;0.33;-67;15;-75.37;0.02;0.16
00:33.0;-82;22;-85;0.11;0.33;;14;-75.32;0.02;0.15
00:33.1;;21;-84.9;0.1;0.32;-83;15;-75.4;0.02;0.15
00:33.1;;20;-84.9;0.1;0.32;-81;16;-75.4;0.02;0.15
00:33.2;;19;-84.95;0.1;0.31;-71;16;-75.47;0.02;0.14
00:33.3;;19;-84.95;0.09;0.3;-67;15;-75.52;0.02;0.13
00:33.4;;19;-84.95;0.09;0.3;-69;14;-75.5;0.01;0.12
00:33.5;-84;19;-84.79;0.08;0.29;;14;-75.46;0.01;0.11
00:33.6;;19;-84.79;0.09;0.29;-83;15;-75.47;0.01;0.11
00:33.7;;18;-84.72;0.09;0.3;-67;15;-75.38;0.01;0.11
00:33.8;-89;19;-84.95;0.09;0.3;;15;-75.35;0.01;0.11
00:33.9;-92;19;-85.21;0.09;0.3;;14;-75.4;0.01;0.11
00:34.0;-94;19;-85.63;0.09;0.29;;14;-75.4;0.01;0.11
00:35.0;-87;17;-86.06;0.09;0.3;;10;-75.25;0.01;0.1
00:35.1;-86;17;-86.29;0.11;0.33;;10;-75.25;0.01;0.11
00:35.2;;17;-86.29;0.13;0.36;-82;11;-75.34;0.01;0.11
00:35.2;;17;-86.29;0.15;0.39;-81;12;-75.31;0.01;0.12
00:35.3;;16;-86.31;0.17;0.41;-70;12;-75.32;0.01;0.12
00:35.4;-88;17;-86.41;0.19;0.44;;11;-75.34;0.01;0.12
00:35.5;-87;18;-86.44;0.21;0.46;;11;-75.4;0.01;0.12
00:35.6;;17;-86.41;0.24;0.49;-67;11;-75.34;0.01;0.12
00:35.7;;16;-86.44;0.26;0.51;-82;12;-75.37;0.01;0.12
00:35.8;;15;-86.4;0.28;0.52;-79;12;-75.61;0.02;0.12
00:35.9;;15;-86.4;0.29;0.54;-72;12;-75.63;0.02;0.13
00:36.0;;15;-86.4;0.31;0.56;-71;12;-75.68;0.02;0.13
00:36.1;-83;15;-86.4;0.32;0.57;;12;-75.68;0.02;0.13
00:36.2;-82;16;-86.12;0.32;0.57;;12;-75.4;0.02;0.13
00:36.3;-81;17;-85.82;0.32;0.57;;12;-75.47;0.02;0.13
00:36.4;-80;17;-85.47;0.32;0.57;;12;-75.47;0.02;0.13
00:36.5;-87;18;-85.56;0.33;0.57;;10;-75.56;0.01;0.12
00:36.6;-88;19;-85.68;0.33;0.57;;10;-75.52;0.01;0.12
00:36.7;-87;20;-85.75;0.32;0.57;;10;-75.54;0.01;0.11
00:36.8;-86;21;-85.76;0.32;0.57;;10;-75.48;0.01;0.11
00:36.9;-85;22;-85.73;0.32;0.56;;9;-75.46;0.01;0.1
00:37.0;-86;22;-85.91;0.31;0.56;;9;-75.46;0.01;0.1
00:37.1;-85;23;-85.87;0.32;0.57;;9;-75.62;0.01;0.1
00:37.2;-81;24;-85.67;0.32;0.57;;9;-75.74;0.01;0.11
00:37.3;-80;24;-85.46;0.32;0.56;;9;-75.74;0.01;0.12
