timestamp,h_raw,h5S_count,h5S_mean,h5S_variance,h5S_std,s_raw,s5S_count,s5S_mean,s5S_variance,s5S_std
00:06.3,,51,-79.84,8.97,2.99,-64,39,-68.5,0.11,0.33
00:06.3,-75,51,-79.98,8.78,2.96,,38,-68.56,0.1,0.31
00:06.3,-74,52,-79.87,8.8,2.97,,37,-68.56,0.1,0.31
00:06.4,,52,-79.87,8.94,2.99,-73,38,-68.58,0.09,0.31
00:06.4,,52,-79.87,9.08,3.01,-72,38,-68.65,0.09,0.31
00:06.5,,52,-79.87,9.22,3.04,-74,39,-68.68,0.09,0.31
00:06.6,-73,53,-79.74,8.9,2.98,,37,-68.53,0.09,0.3
00:06.6,,52,-79.83,8.89,2.98,-62,38,-68.4,0.09,0.3
00:06.7,,51,-79.86,8.41,2.9,-76,37,-68.32,0.09,0.3
00:06.7,,51,-79.86,8.52,2.92,-79,38,-68.42,0.09,0.3
00:06.8,-82,52,-79.9,8.63,2.94,,38,-68.42,0.09,0.3
00:06.8,,51,-79.98,8.52,2.92,-83,37,-68.76,0.09,0.3
00:06.8,-76,52,-79.9,8.52,2.92,,36,-68.7,0.09,0.3
00:06.8,-80,53,-79.91,8.61,2.93,,36,-68.7,0.09,0.3
00:06.8,,53,-79.91,8.59,2.93,-74,36,-68.69,0.09,0.3
00:06.9,-77,53,-79.85,8.36,2.89,,35,-68.75,0.08,0.29
00:06.9,-76,54,-79.78,8.43,2.9,,35,-68.75,0.08,0.29
00:06.9,,54,-79.78,8.5,2.91,-80,36,-68.86,0.08,0.29
00:06.9,,54,-79.78,8.47,2.91,-64,36,-68.87,0.08,0.29
00:06.9,,54,-79.78,8.53,2.92,-63,36,-68.84,0.09,0.29
00:07.0,-79,55,-79.76,8.59,2.93,,36,-68.84,0.09,0.29
00:07.0,,55,-79.76,8.64,2.94,-70,37,-68.82,0.09,0.29
00:07.1,-71,55,-79.76,8.6,2.93,,37,-68.82,0.09,0.29
00:07.1,,55,-79.76,8.64,2.94,-75,37,-68.91,0.09,0.29
00:07.1,,55,-79.76,8.59,2.93,-74,37,-69.07,0.09,0.3
00:07.2,-69,55,-79.69,8.31,2.88,,36,-69.17,0.09,0.31
00:07.2,,55,-79.69,8.34,2.89,-79,36,-69.31,0.1,0.31
00:07.3,,55,-79.69,8.38,2.89,-77,36,-69.42,0.1,0.32
00:07.3,,54,-79.8,8.19,2.86,-72,36,-69.48,0.11,0.33
00:07.3,,54,-79.8,8.22,2.87,-73,37,-69.49,0.12,0.34
00:07.4,,54,-79.8,8.25,2.87,-76,37,-69.59,0.12,0.35
00:07.4,-68,54,-79.7,8.05,2.84,,37,-69.51,0.13,0.36
00:07.4,,54,-79.7,8.07,2.84,-75,38,-69.54,0.14,0.37
00:07.5,,54,-79.7,8.09,2.84,-69,38,-69.57,0.14,0.38
00:07.5,-69,55,-79.51,8.1,2.85,,38,-69.57,0.15,0.39
00:07.5,,55,-79.51,8.11,2.85,-62,39,-69.44,0.15,0.39
00:07.5,,55,-79.51,8.12,2.85,-81,40,-69.54,0.16,0.4
00:07.5,-68,56,-79.3,8.12,2.85,,40,-69.54,0.17,0.41
00:07.6,,56,-79.3,8.11,2.85,-67,40,-69.54,0.17,0.41
00:07.6,-69,57,-79.12,8.1,2.85,,40,-69.54,0.18,0.42
00:07.7,,57,-79.12,8.09,2.85,-69,40,-69.57,0.18,0.43
00:07.7,-74,58,-79.03,8.08,2.84,,40,-69.57,0.19,0.43
00:07.8,,58,-79.03,8.07,2.84,-71,40,-69.61,0.19,0.44
00:07.8,-75,59,-78.97,8.05,2.84,,40,-69.61,0.2,0.44
00:07.8,,59,-78.97,8.03,2.83,-71,41,-69.6,0.2,0.45
00:07.9,,59,-78.97,8.02,2.83,-62,41,-69.55,0.21,0.45
00:07.9,-74,60,-78.88,8,2.83,,41,-69.55,0.21,0.46
00:08.1,-71,59,-79.03,6.28,2.51,,38,-69.58,0.23,0.48
00:08.1,-70,59,-78.75,6.12,2.47,,38,-69.58,0.24,0.49
00:08.2,,58,-78.66,5.99,2.45,-72,39,-69.58,0.24,0.49
00:08.2,,58,-78.66,5.96,2.44,-73,39,-69.64,0.25,0.5
00:08.2,-71,58,-78.52,5.48,2.34,,37,-69.61,0.26,0.51
00:08.3,,58,-78.52,5.45,2.33,-78,37,-69.74,0.26,0.51
00:08.3,,58,-78.52,5.42,2.33,-77,37,-69.83,0.27,0.52
00:08.3,-72,58,-78.41,5.18,2.28,,37,-69.91,0.28,0.53
00:08.4,-71,59,-78.29,5.15,2.27,,37,-69.91,0.29,0.54
00:08.4,,59,-78.29,5.12,2.26,-65,38,-69.82,0.3,0.55
00:08.4,,59,-78.29,5.09,2.26,-66,39,-69.74,0.3,0.55
00:08.4,,59,-78.29,5.06,2.25,-72,39,-69.78,0.31,0.56
00:08.4,-72,60,-78.18,4.82,2.2,,38,-69.63,0.32,0.56
00:08.5,,60,-78.18,4.68,2.16,-65,38,-69.32,0.32,0.56
00:08.5,,60,-78.18,4.65,2.16,-66,39,-69.26,0.32,0.56
00:08.5,,60,-78.18,4.62,2.15,-67,39,-69.25,0.32,0.56
00:08.5,-73,61,-78.1,4.24,2.06,,38,-69.26,0.32,0.57
00:08.6,,59,-78.12,3.99,2,-65,38,-69.23,0.32,0.57
00:08.6,,59,-78.12,3.97,1.99,-64,38,-69.19,0.32,0.57
00:08.6,-71,60,-78,3.94,1.98,,38,-69.19,0.32,0.56
00:08.7,,60,-78,3.91,1.98,-73,39,-69.22,0.32,0.56
00:08.7,,60,-78,3.89,1.97,-63,39,-69.17,0.32,0.56
00:08.8,,60,-78,3.86,1.96,-68,39,-69.17,0.32,0.56
00:08.8,,60,-78,3.84,1.96,-74,40,-69.22,0.32,0.56
00:08.9,-70,61,-77.87,3.81,1.95,,40,-69.22,0.31,0.56
00:08.9,-76,62,-77.84,3.79,1.95,,40,-69.22,0.31,0.56
00:08.9,,62,-77.84,3.76,1.94,-73,41,-69.24,0.31,0.56
00:08.9,,62,-77.84,3.74,1.93,-72,42,-69.26,0.31,0.56
00:08.9,,62,-77.84,3.71,1.93,-64,42,-69.22,0.31,0.56
00:08.9,,62,-77.84,3.69,1.92,-63,42,-69.18,0.31,0.56
00:09.0,-72,63,-77.75,3.66,1.91,,42,-69.18,0.31,0.56
00:09.0,-77,64,-77.73,3.64,1.91,,42,-69.18,0.31,0.56
00:09.0,,64,-77.73,3.62,1.9,-71,43,-69.18,0.31,0.56
00:09.0,,64,-77.73,3.6,1.9,-66,43,-69.16,0.31,0.55
00:09.0,,64,-77.73,3.57,1.89,-81,43,-69.28,0.31,0.55
00:09.1,,64,-77.73,3.55,1.88,-76,44,-69.34,0.31,0.55
00:09.1,,64,-77.73,3.53,1.88,-62,44,-69.3,0.31,0.55
00:09.2,-67,65,-77.57,3.51,1.87,,44,-69.3,0.31,0.55
00:09.2,,65,-77.57,3.49,1.87,-62,45,-69.2,0.31,0.55
00:09.2,,65,-77.57,3.46,1.86,-61,45,-69.14,0.3,0.55
00:09.2,,65,-77.57,3.44,1.86,-81,45,-69.26,0.3,0.55
00:09.3,-64,66,-77.36,3.42,1.85,,45,-69.26,0.3,0.55
00:09.3,,66,-77.36,3.4,1.85,-60,45,-69.19,0.3,0.55
00:09.3,,66,-77.36,3.39,1.84,-61,46,-69.08,0.3,0.55
00:09.4,-70,67,-77.25,3.37,1.83,,46,-69.08,0.3,0.55
00:09.4,,67,-77.25,3.35,1.83,-62,47,-69,0.3,0.55
00:09.4,,67,-77.25,3.33,1.82,-59,47,-68.92,0.3,0.54
00:09.5,-74,68,-77.21,3.31,1.82,,47,-68.92,0.29,0.54
00:09.5,-73,69,-77.14,3.29,1.82,,47,-68.92,0.29,0.54
00:09.5,,69,-77.14,3.28,1.81,-63,47,-68.88,0.29,0.54
00:09.6,-78,69,-77.16,3.17,1.78,,47,-68.88,0.29,0.54
00:09.6,-77,70,-77.16,3.16,1.78,,47,-68.88,0.29,0.54
00:09.6,,70,-77.16,3.14,1.77,-82,48,-69,0.29,0.54
00:09.6,,70,-77.16,3.12,1.77,-64,48,-68.97,0.29,0.53
00:09.7,-75,71,-77.13,3.11,1.76,,48,-68.97,0.28,0.53
00:09.7,,71,-77.13,3.09,1.76,-87,49,-69.15,0.28,0.53
00:09.7,,71,-77.13,3.08,1.75,-62,49,-69.1,0.28,0.53
00:09.8,-72,72,-77.06,2.89,1.7,,48,-69.29,0.29,0.53
00:09.8,,72,-77.06,2.88,1.7,-82,49,-69.4,0.29,0.53
00:09.8,,72,-77.06,2.86,1.69,-63,49,-69.37,0.29,0.53
00:09.9,,72,-77.06,2.85,1.69,-64,49,-69.34,0.29,0.53
00:09.9,-70,73,-76.96,2.84,1.68,,49,-69.34,0.29,0.53
00:09.9,-71,74,-76.88,2.83,1.68,,49,-69.34,0.28,0.53
00:10.0,,73,-76.81,2.57,1.6,-73,50,-69.42,0.29,0.54
00:10.0,,72,-76.72,2.49,1.58,-61,50,-69.37,0.29,0.54
00:10.0,-70,70,-76.56,1.79,1.34,,44,-69.89,0.29,0.54
00:10.0,-76,66,-76.09,1.57,1.25,,43,-69.92,0.29,0.54
00:10.1,,66,-76.09,1.56,1.25,-70,44,-69.96,0.29,0.54
00:10.1,,65,-75.92,1.56,1.25,-63,44,-69.92,0.3,0.54
00:10.1,,65,-75.92,1.56,1.25,-62,43,-69.9,0.3,0.55
00:10.1,,63,-75.87,1.45,1.2,-76,41,-70.1,0.28,0.53
00:10.1,,61,-75.64,1.45,1.21,-74,42,-70.12,0.28,0.52
00:10.2,-83,59,-75.47,1.4,1.18,,40,-70.1,0.24,0.49
00:10.2,,59,-75.47,1.44,1.2,-73,41,-70.11,0.24,0.49
00:10.3,-73,59,-75.29,1.47,1.21,,41,-70.14,0.24,0.49
00:10.3,-72,60,-75.23,1.53,1.24,,41,-70.14,0.24,0.49
00:10.3,,60,-75.23,1.58,1.26,-74,42,-70.17,0.25,0.5
00:10.4,-66,59,-74.8,1.64,1.28,,42,-70.19,0.24,0.49
00:10.4,,59,-74.8,1.71,1.31,-73,42,-70.14,0.24,0.49
00:10.5,,59,-74.8,1.78,1.33,-63,42,-70.09,0.25,0.5
00:10.5,-72,58,-74.52,1.88,1.37,,42,-70.09,0.25,0.5
00:10.5,,58,-74.52,1.96,1.4,-74,42,-70.12,0.25,0.5
00:10.6,,58,-74.52,2.04,1.43,-67,42,-70.11,0.26,0.51
00:10.6,-68,58,-74.17,2.16,1.47,,42,-70.06,0.26,0.51
00:10.6,-69,59,-74.08,2.25,1.5,,42,-70.06,0.26,0.51
00:10.7,,59,-74.08,2.38,1.54,-84,41,-70.49,0.27,0.52
00:10.7,,59,-74.08,2.47,1.57,-83,42,-70.61,0.28,0.53
00:10.8,,55,-73.44,2.7,1.64,-77,43,-70.59,0.27,0.52
00:10.8,-62,56,-73.23,2.84,1.68,,43,-70.59,0.28,0.53
00:10.8,,56,-73.23,2.97,1.72,-72,43,-70.63,0.29,0.54
00:10.8,-63,57,-73.05,3.12,1.77,,43,-70.63,0.3,0.55
00:10.9,-77,58,-73.12,3.27,1.81,,43,-70.63,0.31,0.55
00:10.9,-65,58,-72.86,3.43,1.85,,43,-70.63,0.31,0.56
00:10.9,,58,-72.86,3.6,1.9,-73,42,-70.53,0.31,0.56
00:11.0,-81,59,-73,3.73,1.93,,42,-70.53,0.32,0.57
00:11.0,,59,-73,3.86,1.96,-68,42,-70.53,0.33,0.57
00:11.1,-83,59,-73.02,4,2,,41,-70.48,0.33,0.57
00:11.1,-81,60,-73.15,4.11,2.03,,41,-70.48,0.33,0.58
00:11.1,,60,-73.15,4.21,2.05,-67,41,-70.47,0.34,0.58
00:11.1,,60,-73.15,4.32,2.08,-66,41,-70.45,0.34,0.58
00:11.2,-68,59,-72.78,4.43,2.11,,41,-70.45,0.34,0.58
00:11.2,,59,-72.78,4.55,2.13,-80,42,-70.54,0.35,0.59
00:11.3,-70,59,-72.63,4.66,2.16,,42,-70.61,0.34,0.59
00:11.3,,59,-72.63,4.79,2.19,-87,43,-70.77,0.35,0.59
00:11.3,,59,-72.63,4.91,2.21,-85,44,-70.9,0.36,0.6
00:11.3,,59,-72.63,5.01,2.24,-72,44,-70.99,0.37,0.61
00:11.4,-73,58,-72.57,5.09,2.26,,43,-71,0.37,0.61
00:11.4,,58,-72.57,5.2,2.28,-75,44,-71.01,0.39,0.62
00:11.4,,58,-72.57,5.3,2.3,-67,44,-70.96,0.39,0.63
00:11.5,-78,59,-72.66,5.39,2.32,,44,-70.96,0.4,0.64
00:11.5,,59,-72.66,5.48,2.34,-71,43,-70.98,0.41,0.64
00:11.6,-69,59,-72.59,5.55,2.36,,42,-71.12,0.41,0.64
00:11.6,,59,-72.59,5.64,2.37,-63,42,-71.06,0.42,0.65
00:11.7,-68,60,-72.52,5.73,2.39,,42,-71.06,0.43,0.66
00:11.7,,60,-72.52,5.82,2.41,-70,42,-71.09,0.44,0.67
00:11.7,,60,-72.52,5.91,2.43,-69,42,-71.09,0.46,0.67
00:11.8,,57,-72.16,5.88,2.42,-72,42,-70.78,0.43,0.65
00:11.8,,57,-72.16,5.98,2.45,-73,43,-70.78,0.43,0.66
00:11.8,-74,58,-72.19,6.07,2.46,,43,-70.78,0.44,0.66
00:11.8,,58,-72.19,6.14,2.48,-63,43,-70.68,0.44,0.66
00:11.9,-71,57,-72.02,6.18,2.49,,43,-70.68,0.43,0.66
00:11.9,,57,-72.02,6.25,2.5,-74,43,-70.6,0.43,0.66
00:11.9,,57,-72.02,6.34,2.52,-73,44,-70.6,0.43,0.66
00:11.9,-70,58,-71.98,6.43,2.54,,44,-70.6,0.43,0.66
00:12.0,-78,58,-71.97,6.42,2.53,,44,-70.68,0.43,0.65
00:12.0,-79,59,-72.08,6.5,2.55,,44,-70.68,0.43,0.66
00:12.1,,59,-72.08,6.54,2.56,-62,43,-70.66,0.43,0.65
00:12.1,-77,59,-72.19,6.57,2.56,,43,-70.66,0.43,0.65
00:12.1,,59,-72.19,6.64,2.58,-72,44,-70.65,0.43,0.65
00:12.2,,58,-72.24,6.57,2.56,-73,45,-70.5,0.42,0.65
00:12.2,-67,59,-72.15,6.63,2.58,,45,-70.5,0.42,0.65
00:12.3,,59,-72.15,6.65,2.58,-63,45,-70.33,0.42,0.65
00:12.3,-66,60,-72.05,6.66,2.58,,45,-70.22,0.42,0.65
00:12.3,,60,-72.05,6.67,2.58,-75,45,-70.26,0.42,0.65
00:12.4,,60,-72.05,6.61,2.57,-67,44,-70.17,0.43,0.65
00:12.4,,59,-72.12,6.6,2.57,-83,45,-70.28,0.43,0.65
00:12.4,-63,60,-71.97,6.65,2.58,,45,-70.28,0.42,0.65
00:12.5,,60,-71.97,6.58,2.57,-65,44,-70.22,0.43,0.65
00:12.5,,60,-71.97,6.63,2.58,-66,44,-70.21,0.42,0.65
00:12.5,-62,60,-71.85,6.57,2.56,,43,-70.35,0.43,0.65
00:12.5,-61,61,-71.67,6.57,2.56,,42,-70.26,0.43,0.65
00:12.6,,60,-71.73,6.52,2.55,-62,42,-70.22,0.43,0.65
00:12.6,,59,-71.78,6.52,2.55,-90,43,-70.4,0.43,0.65
00:12.6,-68,60,-71.72,6.57,2.56,,43,-70.4,0.43,0.65
00:12.6,,60,-71.72,6.62,2.57,-88,44,-70.56,0.43,0.65
00:12.7,,60,-71.72,6.61,2.57,-80,44,-70.68,0.43,0.65
00:12.7,,59,-71.68,6.61,2.57,-85,45,-70.79,0.43,0.66
00:12.7,,59,-71.68,6.65,2.58,-83,46,-70.88,0.44,0.66
00:12.8,,59,-71.68,6.64,2.58,-66,46,-70.82,0.44,0.66
00:12.8,,59,-71.68,6.67,2.58,-64,46,-70.8,0.44,0.66
00:12.8,,58,-71.62,6.66,2.58,-72,47,-70.76,0.44,0.67
00:12.8,-88,59,-71.9,6.69,2.59,,47,-70.76,0.45,0.67
00:12.9,,59,-71.9,6.6,2.57,-63,46,-70.82,0.45,0.67
00:12.9,,58,-71.86,6.57,2.56,-73,47,-70.79,0.45,0.67
00:12.9,,58,-71.86,6.59,2.57,-72,48,-70.76,0.46,0.67
00:13.0,-70,59,-71.83,6.61,2.57,,48,-70.76,0.46,0.68
00:13.0,-78,60,-71.93,6.63,2.57,,48,-70.76,0.46,0.68
00:13.0,,60,-71.93,6.64,2.58,-62,48,-70.72,0.46,0.68
00:13.0,,60,-71.93,6.66,2.58,-71,49,-70.68,0.46,0.68
00:13.0,,60,-71.93,6.67,2.58,-77,50,-70.7,0.46,0.68
00:13.7,-63,53,-71.85,5.64,2.38,,43,-70.79,0.48,0.69
00:13.7,,53,-71.85,5.65,2.38,-71,43,-70.74,0.48,0.69
00:13.7,,53,-71.85,5.65,2.38,-72,43,-70.7,0.48,0.69
00:13.7,-77,54,-71.94,5.65,2.38,,43,-70.7,0.48,0.69
00:13.7,,54,-71.94,5.6,2.37,-71,43,-70.68,0.47,0.69
00:13.7,,54,-71.94,5.6,2.37,-70,44,-70.73,0.47,0.69
00:13.7,-61,55,-71.75,5.6,2.37,,44,-70.73,0.47,0.69
00:13.7,-64,56,-71.61,5.55,2.36,,43,-70.76,0.47,0.68
00:13.7,,56,-71.61,5.56,2.36,-64,44,-70.74,0.47,0.68
00:13.8,-69,57,-71.56,5.57,2.36,,44,-70.74,0.47,0.68
00:13.8,,57,-71.56,5.44,2.33,-67,44,-70.74,0.46,0.68
00:13.9,-72,56,-71.52,5.33,2.31,,44,-70.74,0.45,0.67
00:13.9,-76,57,-71.6,5.27,2.3,,44,-70.78,0.45,0.67
00:13.9,,57,-71.6,5.06,2.25,-71,43,-70.93,0.44,0.66
00:14.0,,57,-71.6,5.06,2.25,-70,44,-70.97,0.44,0.66
00:14.0,,55,-71.49,4.92,2.22,-80,44,-71.03,0.43,0.66
00:14.0,-81,56,-71.66,4.92,2.22,,44,-71.03,0.43,0.66
00:14.1,,56,-71.66,4.68,2.16,-60,43,-70.84,0.42,0.65
00:14.1,,56,-71.66,4.68,2.16,-67,43,-70.74,0.42,0.65
00:14.1,-72,57,-71.67,4.68,2.16,,43,-70.74,0.41,0.64
00:14.2,,56,-71.75,4.42,2.1,-61,43,-70.72,0.4,0.63
00:14.2,-66,57,-71.65,4.41,2.1,,43,-70.72,0.4,0.63
00:14.3,,57,-71.65,4.15,2.04,-60,42,-70.69,0.38,0.62
00:14.3,,56,-71.79,4.06,2.01,-72,42,-70.65,0.37,0.61
00:14.3,-62,57,-71.61,4.05,2.01,,42,-70.65,0.37,0.61
00:14.4,-63,57,-71.49,3.8,1.95,,41,-70.88,0.35,0.59
00:14.4,-62,58,-71.33,3.8,1.95,,41,-70.88,0.34,0.59
00:14.5,,58,-71.33,3.62,1.9,-71,41,-71.2,0.32,0.57
00:14.6,,54,-71.02,3.17,1.78,-70,40,-71.16,0.25,0.5
00:14.6,-67,55,-70.95,3.18,1.78,,40,-71.16,0.25,0.5
00:14.7,,55,-70.95,2.98,1.73,-70,40,-71.16,0.22,0.47
00:14.7,,54,-70.87,2.88,1.7,-69,40,-71.08,0.21,0.46
00:14.7,,54,-70.87,2.89,1.7,-70,40,-71,0.21,0.46
00:14.7,-81,55,-71.05,2.9,1.7,,40,-71,0.21,0.46
00:14.8,,55,-71.05,2.68,1.64,-66,40,-70.94,0.18,0.43
00:14.8,,55,-71.05,2.68,1.64,-64,41,-70.91,0.18,0.43
00:14.8,,54,-71.04,2.57,1.6,-69,41,-70.83,0.17,0.42
00:14.8,-61,55,-70.85,2.46,1.57,,41,-70.76,0.16,0.4
00:14.9,,55,-70.85,2.23,1.49,-68,40,-70.84,0.14,0.38
00:14.9,,53,-70.87,1.99,1.41,-71,40,-70.79,0.12,0.35
00:14.9,,53,-70.87,2,1.41,-70,40,-70.73,0.12,0.35
00:14.9,-57,54,-70.61,2.01,1.42,,40,-70.73,0.12,0.35
00:15.0,,53,-70.62,1.67,1.29,-91,39,-71,0.1,0.31
00:15.0,-61,54,-70.44,1.69,1.3,,39,-71,0.1,0.31
00:15.1,,53,-70.34,1.28,1.13,-55,38,-71.01,0.08,0.29
00:15.1,,53,-70.34,1.22,1.1,-71,38,-70.97,0.08,0.29
00:15.1,,53,-70.34,1.24,1.11,-80,38,-71.02,0.08,0.29
00:15.2,,53,-70.34,1.25,1.12,-56,39,-70.89,0.08,0.29
00:15.2,,52,-70.1,1.13,1.07,-71,39,-70.87,0.08,0.28
00:15.3,-67,53,-70.04,1.16,1.08,,39,-70.87,0.08,0.28
00:15.3,,51,-69.94,1.05,1.03,-66,40,-70.87,0.07,0.27
00:15.3,,51,-69.94,1.08,1.04,-72,40,-70.82,0.07,0.27
00:15.3,,51,-69.94,1.04,1.02,-79,40,-70.88,0.07,0.27
00:15.4,-71,52,-69.96,1.06,1.03,,40,-70.88,0.07,0.27
00:15.4,,51,-70.04,1.03,1.01,-73,41,-70.97,0.07,0.26
00:15.4,,51,-70.04,1.05,1.02,-74,42,-71.06,0.07,0.27
00:15.4,,51,-70.04,1.01,1.01,-71,42,-71.04,0.07,0.26
00:15.5,-74,52,-70.12,1.03,1.01,,42,-71.04,0.07,0.26
00:15.5,,51,-70.08,0.9,0.95,-68,41,-71.02,0.06,0.25
00:15.5,,51,-70.08,0.92,0.96,-69,41,-70.94,0.06,0.25
00:15.6,,51,-70.08,0.93,0.97,-62,42,-70.89,0.06,0.25
00:15.6,-76,52,-70.19,0.94,0.97,,42,-70.89,0.06,0.25
00:15.6,,50,-70.26,0.84,0.91,-71,41,-70.84,0.05,0.23
00:15.6,,50,-70.26,0.85,0.92,-66,42,-70.84,0.05,0.23
00:15.7,,50,-70.26,0.85,0.92,-64,43,-70.81,0.05,0.23
00:15.7,-73,51,-70.31,0.79,0.89,,43,-70.63,0.05,0.23
00:15.7,,51,-70.31,0.8,0.89,-80,44,-70.78,0.05,0.23
00:15.8,-74,52,-70.38,0.8,0.9,,44,-70.78,0.05,0.23
00:15.8,-79,53,-70.55,0.81,0.9,,44,-70.78,0.05,0.23
00:15.9,,51,-70.86,0.75,0.87,-60,44,-70.62,0.05,0.23
00:15.9,,51,-70.86,0.75,0.87,-64,44,-70.5,0.05,0.23
00:15.9,,51,-70.86,0.75,0.87,-63,44,-70.38,0.05,0.23
00:15.9,-71,52,-70.87,0.75,0.86,,44,-70.38,0.05,0.23
00:15.9,-70,53,-70.85,0.75,0.86,,44,-70.38,0.05,0.23
00:16.0,,51,-70.84,0.72,0.85,-59,45,-70.32,0.05,0.23
00:16.1,,48,-70.17,0.68,0.82,-58,45,-70.2,0.06,0.24
00:16.1,,48,-70.17,0.68,0.83,-59,45,-70.13,0.06,0.24
00:16.1,-79,49,-70.35,0.69,0.83,,45,-70.13,0.06,0.25
